Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"11,45",baixada,"-1,17%","-0,14","7.532.534,57","3.165,11","15,05","4,07%",8/12
ACS,"32,42",pujada,"+1,12%","0,36","13.976.081,68","10.215,59","12,99","3,75%",8/12
DIA,"4,18",baixada,"-0,19%","-0,01","16.366.893,45","2.595,64","10,77","4,89%",8/12
FERROVIAL,"18,64",pujada,"+0,68%","0,13","18.699.782,63","13.814,23","33,90","3,17%",8/12
INDITEX,"31,08",pujada,"+0,34%","0,11","75.075.554,57","96.974,63","26,99","2,50%",8/12
REPSOL,"15,48",baixada,"-0,10%","-0,02","47.103.872,13","23.720,46","10,58","5,21%",8/12
SANTANDER,"5,63",pujada,"+1,79%","0,10","233.065.070,73","91.362,90","12,07","3,93%",8/12
SIEMENS GAMESA,"10,96",pujada,"+0,64%","0,07","32.704.435,84","7.431,27","12,10","0,87%",8/12
TECNICAS REUNIDAS,"25,76",baixada,"-1,81%","-0,48","5.515.872,04","1.449,66","22,68","5,50%",8/12
TELEFONICA,"8,63",pujada,"+0,00%","0,00","87.181.916,93","43.617,32","11,73","4,67%",8/12
