Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,28",pujada,"+1,20%","0,15","2.703.786,99","3.401,15","15,42","3,75%",10:38
ACS,"31,35",pujada,"+0,84%","0,26","1.993.731,51","9.900,92","12,65","3,87%",10:38
DIA,"4,43",pujada,"+1,14%","0,05","2.389.292,54","2.750,64","11,26","4,40%",10:38
FERROVIAL,"18,83",pujada,"+1,02%","0,19","3.386.385,48","13.921,46","33,90","3,17%",10:39
GAMESA,"12,60",pujada,"+0,32%","0,04","4.413.421,53","8.568,78","12,94","1,55%",10:38
INDITEX,"31,27",baixada,"-0,41%","-0,13","12.254.389,81","97.597,96","28,13","2,39%",10:38
REPSOL,"15,48",pujada,"+0,81%","0,13","9.834.856,86","23.674,64","10,99","5,24%",10:39
SANTANDER,"5,62",baixada,"-0,16%","-0,01","25.089.751,58","90.388,63","12,29","3,81%",10:39
TECNICAS REUNIDAS,"25,92",pujada,"+1,61%","0,41","1.734.863,09","1.448,54","10,49","5,40%",10:38
TELEFONICA,"9,19",pujada,"+0,29%","0,03","10.505.891,12","46.156,37","12,35","4,44%",10:38
