Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,10",pujada,"+1,42%","0,17","8.017.725,07","3.337,66","15,64","3,77%",15:28
ACS,"33,60",pujada,"+2,49%","0,82","12.147.792,51","10.602,62","13,54","3,68%",15:29
DIA,"4,14",pujada,"+2,05%","0,08","16.222.633,64","2.574,48","10,60","5,05%",15:28
FERROVIAL,"18,42",pujada,"+3,46%","0,62","19.983.374,24","13.621,95","33,90","3,17%",15:28
GAMESA,"11,78",pujada,"+4,43%","0,50","16.499.144,70","8.003,43","13,54","1,42%",15:29
INDITEX,"32,22",pujada,"+3,07%","0,96","43.508.278,21","100.044,53","28,42","2,37%",15:29
REPSOL,"15,95",pujada,"+2,57%","0,40","33.127.444,89","24.346,69","11,10","5,15%",15:28
SANTANDER,"5,83",pujada,"+2,39%","0,14","140.780.955,14","93.644,87","12,30","3,85%",15:29
TECNICAS REUNIDAS,"27,34",pujada,"+3,17%","0,84","9.493.095,16","1.524,56","10,88","5,28%",15:28
TELEFONICA,"8,93",pujada,"+2,74%","0,24","72.555.510,18","44.871,73","12,07","4,60%",15:28
