Data,Tipus,Nom,Simbol,Preu (Euros),Tipus_cotitzacio
2017-11-07,crypto_moneda,BITBBitBean,BITB,0.002296868,baixa
2017-11-07,crypto_moneda,MUSICMusicoin,MUSIC,0.011723968,baixa
2017-11-07,crypto_moneda,XCXCurrency,XC,0.858245101,baixa
2017-11-07,crypto_moneda,ODNObsidian,ODN,0.205825020,baixa
2017-11-07,crypto_moneda,NSRNuShares,NSR,0.001804864,baixa
2017-11-07,crypto_moneda,BCPTBlockMason Cr...,BCPT,0.110219915,baixa
2017-11-07,crypto_moneda,HTML5HTMLCOIN,HTML5,0.000120664,baixa
2017-11-07,crypto_moneda,PDCProject Decorum,PDC,0.098106762,baixa
2017-11-07,crypto_moneda,CRBCreditbit,CRB,0.297172890,baixa
2017-11-07,crypto_moneda,SEQSequence,SEQ,0.108573104,baixa
2017-11-07,crypto_moneda,QWARKQwark,QWARK,0.123253344,baixa
2017-11-07,crypto_moneda,XBCBitcoin Plus,XBC,47.313947760,normal
2017-11-07,crypto_moneda,AIRAirToken,AIR,0.004541051,baixa
2017-11-07,crypto_moneda,DYNDynamic,DYN,2.549242875,normal
2017-11-07,crypto_moneda,FLDCFoldingCoin,FLDC,0.008879013,baixa
2017-11-07,crypto_moneda,RUPRupee,RUP,0.211045020,baixa
2017-11-07,crypto_moneda,MOONMooncoin,MOON,0.000020394,baixa
2017-11-07,crypto_moneda,EXCLExclusiveCoin,EXCL,1.053687055,normal
2017-11-07,crypto_moneda,VIBEVIBE,VIBE,0.026445846,baixa
2017-11-07,crypto_moneda,AURAuroracoin,AUR,0.515889431,baixa
2017-11-07,crypto_moneda,ZRCZrCoin,ZRC,1.215139104,normal
2017-11-07,crypto_moneda,GREGreencoin,GRE,0.001249979,baixa
2017-11-07,crypto_moneda,ERCEuropeCoin,ERC,0.431524787,baixa
2017-11-07,crypto_moneda,EQTEquiTrader,EQT,0.436580786,baixa
2017-11-07,crypto_moneda,ZEITZeitcoin,ZEIT,0.000113866,baixa
2017-11-07,crypto_moneda,GCRGlobal Curren...,GCR,0.040712258,baixa
2017-11-07,crypto_moneda,TFLTrueFlip,TFL,0.655739195,baixa
2017-11-07,crypto_moneda,COVALCircuits of V...,COVAL,0.004090685,baixa
2017-11-07,crypto_moneda,MYBMyBit Token,MYB,1.538043201,normal
2017-11-07,crypto_moneda,ABYArtByte,ABY,0.004994817,baixa
2017-11-07,crypto_moneda,VOISEVoise,VOISE,0.006127530,baixa
2017-11-07,crypto_moneda,XSTStealthcoin,XST,0.143379616,baixa
2017-11-07,crypto_moneda,SWIFTBitswift,SWIFT,0.960214816,baixa
2017-11-07,crypto_moneda,ADCAudioCoin,ADC,0.004679560,baixa
2017-11-07,crypto_moneda,CATBlockCAT,CAT,0.524821978,baixa
2017-11-07,crypto_moneda,SNRGSynergy,SNRG,1.215139104,normal
2017-11-07,crypto_moneda,NOTEDNotes,NOTE,0.029981645,baixa
2017-11-07,crypto_moneda,MTNCMasternodecoin,MTNC,0.080992845,baixa
2017-11-07,crypto_moneda,HEATHEAT,HEAT,0.127304091,baixa
2017-11-07,crypto_moneda,POSWPoSW Coin,POSW,0.085667307,baixa
2017-11-07,crypto_moneda,PTCPesetacoin,PTC,0.028407913,baixa
2017-11-07,crypto_moneda,BELABela,BELA,0.096318044,baixa
2017-11-07,crypto_moneda,PASCPascal Coin,PASC,0.243672779,baixa
2017-11-07,crypto_moneda,VRMVeriumReserve,VRM,2.642715114,normal
2017-11-07,crypto_moneda,XMYMyriad,XMY,0.002296018,baixa
2017-11-07,crypto_moneda,PROPropy,PRO,0.246173586,baixa
2017-11-07,crypto_moneda,YOCYocoin,YOC,0.031486548,baixa
2017-11-07,crypto_moneda,HUSHHush,HUSH,1.529545725,normal
2017-11-07,crypto_moneda,GCCTheGCCcoin,GCC,0.006857463,baixa
2017-11-07,crypto_moneda,IOPInternet of P...,IOP,1.877942251,normal
2017-11-07,crypto_moneda,RICRiecoin,RIC,0.086798321,baixa
2017-11-07,crypto_moneda,TRCTerracoin,TRC,0.156136877,baixa
2017-11-07,crypto_moneda,SYNXSyndicate,SYNX,0.203992964,baixa
2017-11-07,crypto_moneda,APXAPX,APX,4.631124556,normal
2017-11-07,crypto_moneda,MEMEMemetic,MEME,0.195070614,baixa
2017-11-07,crypto_moneda,TRUSTTrustPlus,TRUST,0.098648052,baixa
2017-11-07,crypto_moneda,BITUSDbitUSD,BITUSD,0.844933805,baixa
2017-11-07,crypto_moneda,THCHempCoin,THC,0.013414966,baixa
2017-11-07,crypto_moneda,FLIKFLiK,FLIK,0.050377288,baixa
2017-11-07,crypto_moneda,BLITZBlitzcash,BLITZ,0.730837341,baixa
2017-11-07,crypto_moneda,SCLSocial,SCL,0.178185279,baixa
2017-11-07,crypto_moneda,SNCSunContract,SNC,0.027362723,baixa
2017-11-07,crypto_moneda,NTRNNeutron,NTRN,0.091384409,baixa
2017-11-07,crypto_moneda,GEOGeoCoin,GEO,0.875240054,baixa
2017-11-07,crypto_moneda,2GIVE2GIVE,2GIVE,0.005533557,baixa
2017-11-07,crypto_moneda,BTCZBitcoinZ,BTCZ,0.006649275,baixa
2017-11-07,crypto_moneda,XGOXGO! Coin,XGOX,0.014738023,baixa
2017-11-07,crypto_moneda,BTMBitmark,BTM,0.395346782,baixa
2017-11-07,crypto_moneda,NYCNewYorkCoin,NYC,0.000022093,baixa
2017-11-07,crypto_moneda,HBTHubii Network,HBT,0.125810234,baixa
2017-11-07,crypto_moneda,BCOBridgeCoin,BCO,0.106541357,baixa
2017-11-07,crypto_moneda,SBDSteem Dollars,SBD,0.831786509,baixa
2017-11-07,crypto_moneda,BRXBreakout Stake,BRX,0.440728404,baixa
2017-11-07,crypto_moneda,BLUBlueCoin,BLU,0.004801074,baixa
2017-11-07,crypto_moneda,XPMPrimecoin,XPM,0.128023827,baixa
2017-11-07,crypto_moneda,REALREAL,REAL,0.266357642,baixa
2017-11-07,crypto_moneda,DENTDent,DENT,0.000248126,baixa
2017-11-07,crypto_moneda,ZCLZClassic,ZCL,1.453068439,normal
2017-11-07,crypto_moneda,RKCRoyal Kingdom...,RKC,0.968712292,baixa
2017-11-07,crypto_moneda,VIVOVIVO,VIVO,4.316717935,normal
2017-11-07,crypto_moneda,EGCEverGreenCoin,EGC,0.192395609,baixa
2017-11-07,crypto_moneda,PUTPutinCoin,PUT,0.012702877,baixa
2017-11-07,crypto_moneda,OPTOpus,OPT,0.017043388,baixa
2017-11-07,crypto_moneda,SPRSpreadCoin,SPR,0.261520878,baixa
2017-11-07,crypto_moneda,TRCTTracto,TRCT,0.811450349,baixa
2017-11-07,crypto_moneda,BRKBreakout,BRK,0.128905015,baixa
2017-11-07,crypto_moneda,HDGHedge,HDG,0.621210550,baixa
2017-11-07,crypto_moneda,UNYUnity Ingot,UNY,0.010941350,baixa
2017-11-07,crypto_moneda,SXCSexcoin,SXC,0.017571931,baixa
2017-11-07,crypto_moneda,ATMSAtmos,ATMS,0.021783280,baixa
2017-11-07,crypto_moneda,RMCRemicoin,RMC,1.079179484,normal
2017-11-07,crypto_moneda,PBTPrimalbase Token,PBT,2115.081320959,molt_alta
2017-11-07,crypto_moneda,LALAToken,LA,0.102030897,baixa
2017-11-07,crypto_moneda,MERMercury,MER,0.020445778,baixa
2017-11-07,crypto_moneda,ONIONDeepOnion,ONION,0.541480430,baixa
2017-11-07,crypto_moneda,CRAVECrave,CRAVE,1.410581057,normal
2017-11-07,crypto_moneda,PKBParkByte,PKB,0.414862936,baixa
2017-11-07,crypto_moneda,VTRvTorrent,VTR,0.181054877,baixa
2017-11-07,crypto_moneda,DOPEDopeCoin,DOPE,0.017628864,baixa
2017-11-07,crypto_moneda,INDIndorse Token,IND,0.041171122,baixa
2017-11-07,crypto_moneda,HGTHelloGold,HGT,0.007086045,baixa
2017-11-07,crypto_moneda,VISIOVisio,VISIO,0.036471168,baixa
2017-11-07,crypto_moneda,JNSJanus,JNS,0.079601808,baixa
2017-11-07,crypto_moneda,PINGCryptoPing,PING,0.181320848,baixa
2017-11-07,crypto_moneda,ATCCATC Coin,ATCC,0.168401285,baixa
2017-11-07,crypto_moneda,NDCNEVERDIE,NDC,0.042676025,baixa
2017-11-07,crypto_moneda,CREACreativecoin,CREA,0.134758927,baixa
2017-11-07,crypto_moneda,BISBismuth,BIS,0.348903826,baixa
2017-11-07,crypto_moneda,CANNCannabisCoin,CANN,0.022019510,baixa
2017-11-07,crypto_moneda,MINTMintcoin,MINT,0.000067980,baixa
2017-11-07,crypto_moneda,TKSTokes,TKS,1.487058344,normal
2017-11-07,crypto_moneda,KRBKarbowanec,KRB,0.358172873,baixa
2017-11-07,crypto_moneda,STARTStartcoin,START,0.036940229,baixa
2017-11-07,crypto_moneda,MXTMarteXcoin,MXT,0.591581550,baixa
2017-11-07,crypto_moneda,RAINCondensate,RAIN,0.021853809,baixa
2017-11-07,crypto_moneda,POLLClearPoll,POLL,0.233913428,baixa
2017-11-07,crypto_moneda,STAStarta,STA,0.321866556,baixa
2017-11-07,crypto_moneda,ZOIZoin,ZOI,0.108649581,baixa
2017-11-07,crypto_moneda,CHCChainCoin,CHC,0.100604171,baixa
2017-11-07,crypto_moneda,EFLe-Gulden,EFL,0.103205248,baixa
2017-11-07,crypto_moneda,NAUTNautilusCoin,NAUT,0.098948862,baixa
2017-11-07,crypto_moneda,QRKQuark,QRK,0.006353563,baixa
2017-11-07,crypto_moneda,EBTCeBTC,EBTC,0.084422427,baixa
2017-11-07,crypto_moneda,XIOSXios,XIOS,0.769969919,baixa
2017-11-07,crypto_moneda,LGDLegends Room,LGD,0.773686715,baixa
2017-11-07,crypto_moneda,CHIPSCHIPS,CHIPS,0.082828300,baixa
2017-11-07,crypto_moneda,FYNFundYourselfNow,FYN,1.784470013,normal
2017-11-07,crypto_moneda,ARCArcticCoin,ARC,0.061652589,baixa
2017-11-07,crypto_moneda,ONXOnix,ONX,0.054697405,baixa
2017-11-07,crypto_moneda,XMGMagi,XMG,0.198597067,baixa
2017-11-07,crypto_moneda,MBRSEmbers,MBRS,0.029652793,baixa
2017-11-07,crypto_moneda,BASHLuckChain,BASH,0.002046192,baixa
2017-11-07,crypto_moneda,HUCHunterCoin,HUC,0.072301626,baixa
2017-11-07,crypto_moneda,KLNKolion,KLN,2.336805969,normal
2017-11-07,crypto_moneda,TKRCryptoInsight,TKR,0.110488435,baixa
2017-11-07,crypto_moneda,PIRLPirl,PIRL,0.471959178,baixa
2017-11-07,crypto_moneda,CBXCrypto Bullion,CBX,1.351098724,normal
2017-11-07,crypto_moneda,OCLOceanlab,OCL,0.028886321,baixa
2017-11-07,crypto_moneda,ADSTAdShares,ADST,0.110912459,baixa
2017-11-07,crypto_moneda,ZENIZennies,ZENI,0.001321358,baixa
2017-11-07,crypto_moneda,ZNYBitzeny,ZNY,0.017138560,baixa
2017-11-07,crypto_moneda,INXTInternxt,INXT,2.056389252,normal
2017-11-07,crypto_moneda,DOTDotcoin,DOT,0.004851209,baixa
2017-11-07,crypto_moneda,ESPEspers,ESP,0.000061182,baixa
2017-11-07,crypto_moneda,MAOMao Zedong,MAO,0.199762071,baixa
2017-11-07,crypto_moneda,ADZAdzcoin,ADZ,0.026732211,baixa
2017-11-07,crypto_moneda,ELIXElixir,ELIX,0.050684047,baixa
2017-11-07,crypto_moneda,WTTGiga Watt Token,WTT,1.291616390,normal
2017-11-07,crypto_moneda,XPXP,XP,0.000006798,baixa
2017-11-07,crypto_moneda,BYCBytecent,BYC,0.620399891,baixa
2017-11-07,crypto_moneda,DARDarcrus,DAR,0.082275114,baixa
2017-11-07,crypto_moneda,TZCTrezarCoin,TZC,0.013998742,baixa
2017-11-07,crypto_moneda,EBSTeBoost,EBST,0.085956221,baixa
2017-11-07,crypto_moneda,REXREX,REX,0.118771775,baixa
2017-11-07,crypto_moneda,LOGWoodcoin,LOG,0.126377866,baixa
2017-11-07,crypto_moneda,GIMGimli,GIM,0.012334087,baixa
2017-11-07,crypto_moneda,DFTDraftCoin,DFT,0.487264832,baixa
2017-11-07,crypto_moneda,HNCHelleniccoin,HNC,0.015278462,baixa
2017-11-07,crypto_moneda,HYPHyperStake,HYP,0.000916028,baixa
2017-11-07,crypto_moneda,XMCCMonacoCoin,XMCC,0.388483370,baixa
2017-11-07,crypto_moneda,ALTAltcoin,ALT,7.758195816,normal
2017-11-07,crypto_moneda,SKINSkinCoin,SKIN,0.010681328,baixa
2017-11-07,crypto_moneda,LIFELIFE,LIFE,0.000147856,baixa
2017-11-07,crypto_moneda,INFXInfluxcoin,INFX,0.547079417,baixa
2017-11-07,crypto_moneda,GRWIGrowers Inter...,GRWI,0.800612668,baixa
2017-11-07,crypto_moneda,CCRBCryptoCarbon,CCRB,0.241131184,baixa
2017-11-07,crypto_moneda,FSTFastcoin,FST,0.006798831,baixa
2017-11-07,crypto_moneda,UNIFYUnify,UNIFY,0.047096412,baixa
2017-11-07,crypto_moneda,RNSRenos,RNS,0.024733604,baixa
2017-11-07,crypto_moneda,BROBitradio,BRO,0.140968882,baixa
2017-11-07,crypto_moneda,USNBTNuBits,USNBT,0.838388199,baixa
2017-11-07,crypto_moneda,HPCHappycoin,HPC,0.063873829,baixa
2017-11-07,crypto_moneda,LINDALinda,LINDA,0.000130861,baixa
2017-11-07,crypto_moneda,DCYDinastycoin,DCY,0.000546388,baixa
2017-11-07,crypto_moneda,HEROSovereign Hero,HERO,153.702350410,alta
2017-11-07,crypto_moneda,BRIABriaCoin,BRIA,1.470063391,normal
2017-11-07,crypto_moneda,MECMegacoin,MEC,0.018558488,baixa
2017-11-07,crypto_moneda,LDOGELiteDoge,LDOGE,0.000045037,baixa
2017-11-07,crypto_moneda,ZETZetacoin,ZET,0.003884196,baixa
2017-11-07,crypto_moneda,XHIHiCoin,XHI,0.003368400,baixa
2017-11-07,crypto_moneda,RLTRouletteToken,RLT,0.061953400,baixa
2017-11-07,crypto_moneda,UFOUFO Coin,UFO,0.000180146,baixa
2017-11-07,crypto_moneda,FIMKFIMKrypto,FIMK,0.001082578,baixa
2017-11-07,crypto_moneda,BTABata,BTA,0.124388607,baixa
2017-11-07,crypto_moneda,CPCCapricoin,CPC,0.310972791,baixa
2017-11-07,crypto_moneda,CRMCream,CRM,0.013300250,baixa
2017-11-07,crypto_moneda,ETGEthereum Gold,ETG,0.049463809,baixa
2017-11-07,crypto_moneda,KEKKekCoin,KEK,0.057444639,baixa
2017-11-07,crypto_moneda,MRTMiners&#39; Rewar...,MRT,0.059136486,baixa
2017-11-07,crypto_moneda,LINXLinx,LINX,0.055978824,baixa
2017-11-07,crypto_moneda,SUMOSumokoin,SUMO,0.278867626,baixa
2017-11-07,crypto_moneda,SIGTSignatum,SIGT,0.005169865,baixa
2017-11-07,crypto_moneda,NOBLNobleCoin,NOBL,0.000240479,baixa
2017-11-07,crypto_moneda,WHLWhaleCoin,WHL,0.185760779,baixa
2017-11-07,crypto_moneda,UNBUnbreakableCoin,UNB,0.235612073,baixa
2017-11-07,crypto_moneda,MOINMoin,MOIN,0.072650023,baixa
2017-11-07,crypto_moneda,FCNFantomcoin,FCN,0.084211689,baixa
2017-11-07,crypto_moneda,SPRTSSprouts,SPRTS,0.000000518,baixa
2017-11-07,crypto_moneda,NETNetCoin,NET,0.000644958,baixa
2017-11-07,crypto_moneda,JETJetcoin,JET,0.103837460,baixa
2017-11-07,crypto_moneda,NTOFujinto,NTO,0.007570402,baixa
2017-11-07,crypto_moneda,SUPERSuperCoin,SUPER,0.010886967,baixa
2017-11-07,crypto_moneda,BITSBitstar,BITS,0.020093132,baixa
2017-11-07,crypto_moneda,BTBBitBar,BTB,13.239067997,normal
2017-11-07,crypto_moneda,MNEMinereum,MNE,0.341262895,baixa
2017-11-07,crypto_moneda,XLRSolaris,XLR,0.831594466,baixa
2017-11-07,crypto_moneda,BLUEEthereum Blue,BLUE,0.013296851,baixa
2017-11-07,crypto_moneda,UISUnitus,UIS,0.009401608,baixa
2017-11-07,crypto_moneda,EBETEthBet,EBET,0.051356197,baixa
2017-11-07,crypto_moneda,PROCProCurrency,PROC,0.033945718,baixa
2017-11-07,crypto_moneda,INSNInsaneCoin,INSN,0.024619738,baixa
2017-11-07,crypto_moneda,XBLBillionaire T...,XBL,0.130817797,baixa
2017-11-07,crypto_moneda,4242-coin,42,10148.790809662,molt_alta
2017-11-07,crypto_moneda,ALTCOMAltCommunity ...,ALTCOM,4.452677555,normal
2017-11-07,crypto_moneda,XFTFooty Cash,XFT,0.090047756,baixa
2017-11-07,crypto_moneda,EMBEmberCoin,EMB,0.000004249,baixa
2017-11-07,crypto_moneda,POSPoSToken,POS,0.594203022,baixa
2017-11-07,crypto_moneda,DPDigitalPrice,DP,0.022963580,baixa
2017-11-07,crypto_moneda,TYCHOTychocoin,TYCHO,0.075189069,baixa
2017-11-07,crypto_moneda,COLXColossusCoinXT,COLX,0.000078177,baixa
2017-11-07,crypto_moneda,LUXLUXCoin,LUX,1.410581057,normal
2017-11-07,crypto_moneda,BRITBritCoin,BRIT,0.017095223,baixa
2017-11-07,crypto_moneda,DSHDashcoin,DSH,0.020441529,baixa
2017-11-07,crypto_moneda,ZERZero,ZER,0.190195612,baixa
2017-11-07,crypto_moneda,XSHShield Coin,XSH,0.000767322,baixa
2017-11-07,crypto_moneda,FJCFujiCoin,FJC,0.000295712,baixa
2017-11-07,crypto_moneda,SMLYSmileyCoin,SMLY,0.000012746,baixa
2017-11-07,crypto_moneda,PIPLPiplCoin,PIPL,0.026544416,baixa
2017-11-07,crypto_moneda,808808Coin,808,0.000361143,baixa
2017-11-07,crypto_moneda,ENTEternity,ENT,0.078656889,baixa
2017-11-07,crypto_moneda,BITBTCbitBTC,BITBTC,6951.751330220,molt_alta
2017-11-07,crypto_moneda,BLASBlakeStar,BLAS,0.001254227,baixa
2017-11-07,crypto_moneda,WOMENWomenCoin,WOMEN,0.006855764,baixa
2017-11-07,crypto_moneda,DALCDalecoin,DALC,0.740096191,baixa
2017-11-07,crypto_moneda,ETHDEthereum Dark,ETHD,0.199155351,baixa
2017-11-07,crypto_moneda,VSXVsync,VSX,0.003014905,baixa
2017-11-07,crypto_moneda,ANCAnoncoin,ANC,0.138220798,baixa
2017-11-07,crypto_moneda,BLOCKPAYBlockPay,BLOCKPAY,0.053626723,baixa
2017-11-07,crypto_moneda,DEMDeutsche eMark,DEM,0.010297242,baixa
2017-11-07,crypto_moneda,FXEFuturXe,FXE,1.215139104,normal
2017-11-07,crypto_moneda,TRITriangles,TRI,3.900341599,normal
2017-11-07,crypto_moneda,PAKPakcoin,PAK,0.006485274,baixa
2017-11-07,crypto_moneda,ELLAEllaism,ELLA,0.156393501,baixa
2017-11-07,crypto_moneda,ATSAuthorship,ATS,0.003392193,baixa
2017-11-07,crypto_moneda,DAXXDaxxCoin,DAXX,0.000542139,baixa
2017-11-07,crypto_moneda,POSTPostCoin,POST,0.016694142,baixa
2017-11-07,crypto_moneda,CNNCCannation,CNNC,0.106579596,baixa
2017-11-07,crypto_moneda,MNCMincoin,MNC,0.065982053,baixa
2017-11-07,crypto_moneda,DNRDenarius,DNR,0.143998233,baixa
2017-11-07,crypto_moneda,TRUMPTrumpCoin,TRUMP,0.038597237,baixa
2017-11-07,crypto_moneda,BLNBolenum,BLN,0.023879608,baixa
2017-11-07,crypto_moneda,HODLHOdlcoin,HODL,0.001504053,baixa
2017-11-07,crypto_moneda,SDRNSenderon,SDRN,0.006166619,baixa
2017-11-07,crypto_moneda,ECASHEthereum Cash,ECASH,0.015178192,baixa
2017-11-07,crypto_moneda,TITTitcoin,TIT,0.004192655,baixa
2017-11-07,crypto_moneda,SCOREScorecoin,SCORE,0.006457232,baixa
2017-11-07,crypto_moneda,BTWTYBit20,BTWTY,192.037015017,alta
2017-11-07,crypto_moneda,LTBLiteBar,LTB,0.248133954,baixa
2017-11-07,crypto_moneda,ATOMAtomic Coin,ATOM,0.015309053,baixa
2017-11-07,crypto_moneda,XJOJoulecoin,XJO,0.005482572,baixa
2017-11-07,crypto_moneda,BUNBunnyCoin,BUN,0.000001699,baixa
2017-11-07,crypto_moneda,BBPBiblePay,BBP,0.000661953,baixa
2017-11-07,crypto_moneda,KLCKiloCoin,KLC,0.000781768,baixa
2017-11-07,crypto_moneda,LANALanaCoin,LANA,0.000183545,baixa
2017-11-07,crypto_moneda,CORGCorgiCoin,CORG,0.000120664,baixa
2017-11-07,crypto_moneda,EXNExchangeN,EXN,0.029023130,baixa
2017-11-07,crypto_moneda,XCTC-Bit,XCT,0.000907530,baixa
2017-11-07,crypto_moneda,EOTEOT Token,EOT,0.016933771,baixa
2017-11-07,crypto_moneda,BOLIBolivarcoin,BOLI,0.016960963,baixa
2017-11-07,crypto_moneda,XPDPetroDollar,XPD,0.002098027,baixa
2017-11-07,crypto_moneda,ELElcoin,EL,0.011894767,baixa
2017-11-07,crypto_moneda,ECOEcoCoin,ECO,0.126699920,baixa
2017-11-07,crypto_moneda,IETHiEthereum,IETH,0.006583845,baixa
2017-11-07,crypto_moneda,MOJOMojoCoin,MOJO,0.009599599,baixa
2017-11-07,crypto_moneda,PRCPRCoin,PRC,0.007759895,baixa
2017-11-07,crypto_moneda,MAYTheresa May Coin,MAY,0.004825717,baixa
2017-11-07,crypto_moneda,BTCREDBitcoin Red,BTCRED,0.010612498,baixa
2017-11-07,crypto_moneda,CMPCOCampusCoin,CMPCO,0.000483506,baixa
2017-11-07,crypto_moneda,DGCDigitalcoin,DGC,0.003882497,baixa
2017-11-07,crypto_moneda,REEReeCoin,REE,0.000039938,baixa
2017-11-07,crypto_moneda,VUCVirta Unique ...,VUC,0.001648510,baixa
2017-11-07,crypto_moneda,RUPXRupaya,RUPX,0.016358492,baixa
2017-11-07,crypto_moneda,CJCryptojacks,CJ,0.000240479,baixa
2017-11-07,crypto_moneda,ANTIAntiBitcoin,ANTI,0.005474074,baixa
2017-11-07,crypto_moneda,EBTCeBTC [OLD],EBTC,0.004504512,baixa
2017-11-07,crypto_moneda,XCXTCoinonatX,XCXT,0.006288982,baixa
2017-11-07,crypto_moneda,TEKTEKcoin,TEK,0.000060332,baixa
2017-11-07,crypto_moneda,ITZInterzone,ITZ,0.069196649,baixa
2017-11-07,crypto_moneda,CTOCrypto,CTO,0.006556653,baixa
2017-11-07,crypto_moneda,BRAINBraincoin,BRAIN,0.007578899,baixa
2017-11-07,crypto_moneda,XCSCybCSec,XCS,0.006195510,baixa
2017-11-07,crypto_moneda,BOSTBoostCoin,BOST,0.005774885,baixa
2017-11-07,crypto_moneda,USDEUSDe,USDE,0.000060332,baixa
2017-11-07,crypto_moneda,XCOX-Coin,XCO,0.005189409,baixa
2017-11-07,crypto_moneda,PXIPrime-XI,PXI,0.003450825,baixa
2017-11-07,crypto_moneda,MSCNMaster Swiscoin,MSCN,0.001301813,baixa
2017-11-07,crypto_moneda,XVPVirtacoinplus,XVP,0.005798678,baixa
2017-11-07,crypto_moneda,TAJTajCoin,TAJ,0.006212505,baixa
2017-11-07,crypto_moneda,AMMOAmmo Rewards,AMMO,0.000541289,baixa
2017-11-07,crypto_moneda,CWXTCryptoWorldX ...,CWXT,0.000650907,baixa
2017-11-07,crypto_moneda,CTIC2Coimatic 2.0,CTIC2,0.003586785,baixa
2017-11-07,crypto_moneda,TSTRTristar Coin,TSTR,0.007338420,baixa
2017-11-07,crypto_moneda,RPCRonPaulCoin,RPC,0.036775378,baixa
2017-11-07,crypto_moneda,IMXImpact,IMX,0.000292313,baixa
2017-11-07,crypto_moneda,AGLCAgrolifeCoin,AGLC,0.004331164,baixa
2017-11-07,crypto_moneda,CASHCashcoin,CASH,0.000962764,baixa
2017-11-07,crypto_moneda,DRACODT Token,DRACO,0.000240479,baixa
2017-11-07,crypto_moneda,EGASETHGAS,EGAS,0.001480260,baixa
2017-11-07,crypto_moneda,WEXWexcoin,WEX,0.039759691,baixa
2017-11-07,crypto_moneda,VRSVeros,VRS,0.000017845,baixa
2017-11-07,crypto_moneda,LTCULiteCoin Ultra,LTCU,0.007837222,baixa
2017-11-07,crypto_moneda,DIXDix Asset,DIX,0.000000051,baixa
2017-11-07,crypto_moneda,HMCHarmonyCoin,HMC,0.006279635,baixa
2017-11-07,crypto_moneda,13371337,1337,0.000047586,baixa
2017-11-07,crypto_moneda,DMBDigital Money...,DMB,0.001456467,baixa
2017-11-07,crypto_moneda,FALFalcoin,FAL,0.001865196,baixa
2017-11-07,crypto_moneda,CALCCaliphCoin,CALC,0.001001003,baixa
2017-11-07,crypto_moneda,JINNJinn,JINN,133.605819079,alta
2017-11-07,crypto_moneda,OCTOracleChain,OCT,0.204363454,baixa
2017-11-07,crypto_moneda,TIPSFedoraCoin,TIPS,0.000012746,baixa
2017-11-07,crypto_moneda,ECOBEcobit,ECOB,0.011868425,baixa
2017-11-07,crypto_moneda,ARCArcade Token,ARC,2.217841301,normal
2017-11-07,crypto_moneda,YASHYashCoin,YASH,0.348817151,baixa
2017-11-07,crypto_moneda,STCNStakecoin,STCN,0.779560171,baixa
2017-11-07,crypto_moneda,CADASTRALBitland,CADASTRAL,0.088685610,baixa
2017-11-07,crypto_moneda,IXCIxcoin,IXC,0.100261722,baixa
2017-11-07,crypto_moneda,ACAsiaCoin,AC,0.001744532,baixa
2017-11-07,crypto_moneda,VASHVPNCoin,VASH,0.004761136,baixa
2017-11-07,crypto_moneda,ADLAdelphoi,ADL,0.068018898,baixa
2017-11-07,crypto_moneda,NXXNexxus,NXX,0.007608640,baixa
2017-11-07,crypto_moneda,CV2Colossuscoin V2,CV2,0.000060332,baixa
2017-11-07,crypto_moneda,ETBSEthbits,ETBS,0.960214816,baixa
2017-11-07,crypto_moneda,ICOOICO OpenLedger,ICOO,2.795669686,normal
2017-11-07,crypto_moneda,NKAIncaKoin,NKA,0.000117265,baixa
2017-11-07,crypto_moneda,MGCMergeCoin,MGC,0.012611954,baixa
2017-11-07,crypto_moneda,PNDPandacoin,PND,0.000034840,baixa
2017-11-07,crypto_moneda,INPAYInPay,INPAY,0.099249673,baixa
2017-11-07,crypto_moneda,IFLTInflationCoin,IFLT,0.000028042,baixa
2017-11-07,crypto_moneda,IFCInfinitecoin,IFC,0.000009347,baixa
2017-11-07,crypto_moneda,SDCShadowCash,SDC,0.115305654,baixa
2017-11-07,crypto_moneda,UTCUltraCoin,UTC,0.016303258,baixa
2017-11-07,crypto_moneda,WDCWorldCoin,WDC,0.005974576,baixa
2017-11-07,crypto_moneda,EACEarthCoin,EAC,0.000058633,baixa
2017-11-07,crypto_moneda,NETKONetko,NETKO,0.162408015,baixa
2017-11-07,crypto_moneda,METALMetalCoin,METAL,0.008661478,baixa
2017-11-07,crypto_moneda,HTCHitCoin,HTC,0.000060332,baixa
2017-11-07,crypto_moneda,SHORTYShorty,SHORTY,0.006316174,baixa
2017-11-07,crypto_moneda,CRYPTCryptCoin,CRYPT,0.101180299,baixa
2017-11-07,crypto_moneda,CARBONCarboncoin,CARBON,0.000039088,baixa
2017-11-07,crypto_moneda,LNKLink Platform,LNK,12.559269898,normal
2017-11-07,crypto_moneda,BPCBitpark Coin,BPC,0.007879710,baixa
2017-11-07,crypto_moneda,TESTeslaCoin,TES,0.007974032,baixa
2017-11-07,crypto_moneda,MACMachinecoin,MAC,0.026969290,baixa
2017-11-07,crypto_moneda,AHTBowhead,AHT,0.067578729,baixa
2017-11-07,crypto_moneda,KOBOKobocoin,KOBO,0.021732296,baixa
2017-11-07,crypto_moneda,FUCKFuckToken,FUCK,0.010213117,baixa
2017-11-07,crypto_moneda,MAXMaxCoin,MAX,0.008481331,baixa
2017-11-07,crypto_moneda,ZCCZcCoin,ZCC,0.008364916,baixa
2017-11-07,crypto_moneda,WGOWavesGo,WGO,0.051890688,baixa
