Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,30",baixada,"-0,77%","-0,10","10.195.739,22","3.403,91","16,06","3,65%",17:38
ACS,"31,43",pujada,"+0,29%","0,09","17.880.853,66","9.981,16","12,37","3,85%",17:38
DIA,"4,36",baixada,"-0,93%","-0,04","19.389.041,97","2.711,42","10,42","4,80%",17:38
FERROVIAL,"18,68",pujada,"+1,27%","0,24","10.096.580,16","13.925,15","33,90","3,17%",17:38
GAMESA,"12,03",pujada,"+2,47%","0,29","40.381.939,02","8.194,15","13,19","1,28%",17:38
INDITEX,"31,45",pujada,"+1,04%","0,33","86.695.309,79","98.595,29","28,35","2,37%",17:38
REPSOL,"15,36",baixada,"-0,23%","-0,04","59.102.747,73","23.735,73","11,03","5,18%",17:38
SANTANDER,"5,63",pujada,"+1,17%","0,07","215.702.534,97","91.190,66","11,84","3,95%",17:38
TECNICAS REUNIDAS,"25,89",baixada,"-1,01%","-0,27","12.253.401,64","1.461,68","10,63","5,40%",17:38
TELEFONICA,"8,98",baixada,"-0,75%","-0,07","139.346.630,87","45.647,55","12,63","4,35%",17:38
