Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"18,52",baixada,"-1,02%","-0,19","15.644.837,83","18.366,62","20,15","4,06%",17:38
ACCIONA,"68,72",baixada,"-1,52%","-1,06","10.664.159,70","3.942,32","15,80","4,30%",17:38
ACERINOX,"12,06",baixada,"-2,51%","-0,31","25.300.878,67","3.316,95","15,64","3,77%",17:38
ACS,"34,19",baixada,"-0,87%","-0,30","17.565.582,93","10.761,53","13,54","3,68%",17:38
AENA,"159,90",pujada,"+0,57%","0,90","19.862.703,50","23.970,00","18,89","2,68%",17:38
AMADEUS,"58,79",pujada,"+1,22%","0,71","55.668.822,98","25.851,03","24,59","1,84%",17:38
ARCELORMITTAL,"25,51",pujada,"+0,12%","0,03","13.253.658,29","26.032,99","0,00","0,00%",17:38
BANKIA,"4,01",baixada,"-0,96%","-0,04","16.916.992,56","11.505,81","13,89","3,14%",17:38
BANKINTER,"7,79",baixada,"-0,85%","-0,07","15.704.868,78","6.990,48","14,94","3,28%",17:38
BBVA,"7,33",baixada,"-1,76%","-0,13","143.440.160,38","48.768,92","11,34","3,48%",17:38
CAIXABANK,"3,97",baixada,"-1,66%","-0,07","74.455.366,63","23.722,38","13,23","3,68%",17:38
CELLNEX TELECOM,"21,19",baixada,"-0,49%","-0,11","14.556.541,39","4.916,32","70,63","0,48%",17:38
DIA,"4,08",baixada,"-2,37%","-0,10","28.856.073,52","2.537,76","10,60","5,05%",17:38
ENAGAS,"24,24",baixada,"-0,84%","-0,21","15.142.131,98","5.778,56","12,22","6,04%",17:38
ENDESA,"19,46",pujada,"+0,39%","0,08","39.097.018,11","20.603,32","15,02","6,96%",17:38
FERROVIAL,"18,50",baixada,"-0,67%","-0,13","17.503.676,46","13.681,11","33,90","3,17%",17:38
GAMESA,"11,94",baixada,"-3,55%","-0,44","51.708.350,81","8.126,04","13,54","1,42%",17:38
GAS NATURAL,"18,14",baixada,"-1,41%","-0,26","24.643.559,51","18.082,46","14,02","5,49%",17:38
GRIFOLS,"26,73",pujada,"+3,57%","0,92","20.197.482,25","11.371,27","24,90","1,41%",17:38
IAG (IBERIA),"7,01",baixada,"-0,95%","-0,07","23.821.721,95","14.869,06","7,14","3,76%",17:38
IBERDROLA,"6,86",baixada,"-0,54%","-0,04","75.016.555,23","43.243,39","15,47","4,90%",17:38
INDITEX,"31,15",baixada,"-0,16%","-0,05","67.977.109,80","96.896,71","28,42","2,37%",17:38
INDRA,"12,05",baixada,"-0,90%","-0,11","8.474.198,52","2.113,67","19,49","0,00%",17:38
INM. COLONIAL,"8,00",pujada,"+0,52%","0,04","8.582.108,56","3.131,13","33,26","2,51%",17:38
MAPFRE,"2,74",baixada,"-2,49%","-0,07","13.628.677,08","8.431,82","12,51","5,40%",17:38
MEDIASET,"8,904",baixada,"-1,93%","-0,175","6.737.225,92","3.001,84","15,53","6,11%",17:38
MELIA HOTELS INTL,"11,52",baixada,"-0,39%","-0,05","3.641.750,90","2.650,74","22,32","1,28%",17:38
MERLIN PROP.,"11,09",pujada,"+0,27%","0,03","17.248.551,52","5.176,87","18,48","4,20%",17:38
REE,"18,26",baixada,"-0,27%","-0,05","18.945.565,74","9.853,07","14,81","5,00%",17:38
REPSOL,"15,92",baixada,"-1,49%","-0,24","92.416.013,10","24.224,50","11,10","5,15%",17:38
SABADELL,"1,69",baixada,"-2,71%","-0,05","45.302.391,22","9.496,91","11,34","3,78%",17:38
SANTANDER,"5,71",baixada,"-1,87%","-0,11","234.559.488,85","91.415,23","12,30","3,85%",17:38
TECNICAS REUNIDAS,"27,75",baixada,"-0,84%","-0,24","9.734.837,56","1.551,95","10,88","5,28%",17:38
TELEFONICA,"8,89",baixada,"-1,54%","-0,14","155.830.384,63","44.715,56","12,07","4,60%",17:38
VISCOFAN,"51,46",pujada,"+0,61%","0,31","4.677.721,32","2.401,49","18,66","2,91%",17:38
