Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$95,867,287,209",$5757.35,"16,651,287","$1,370,240,000",0.20%,-0.09%,-5.63%
2,ETHEthereum,ETH,"$28,420,035,017",$297.97,"95,379,807","$258,117,000",-0.10%,0.33%,0.14%
3,XRPRipple,XRP,"$7,777,899,384",$0.201858,"38,531,538,922*","$26,673,900",-0.01%,-0.38%,-1.25%
4,BCHBitcoin Cash,BCH,"$6,564,982,206",$392.05,"16,745,225","$624,248,000",1.21%,9.14%,21.70%
5,LTCLitecoin,LTC,"$2,938,763,784",$54.85,"53,577,507","$69,625,800",0.18%,-0.87%,-5.40%
6,DASHDash,DASH,"$2,150,375,991",$281.14,"7,648,800","$37,967,100",-0.40%,0.12%,0.52%
7,XEMNEM,XEM,"$1,789,956,000",$0.198884,"8,999,999,999*","$4,181,430",0.15%,1.38%,-3.98%
8,BCCBitConnect,BCC,"$1,552,385,224",$212.13,"7,318,222","$11,456,200",0.01%,0.10%,0.09%
9,NEONEO,NEO,"$1,380,720,000",$27.61,"50,000,000*","$22,552,100",-0.31%,-3.38%,2.64%
10,XMRMonero,XMR,"$1,317,038,057",$86.20,"15,278,988","$25,016,400",-0.29%,-1.00%,-1.79%
11,MIOTAIOTA,MIOTA,"$1,112,987,855",$0.400423,"2,779,530,283*","$7,817,130",0.57%,-7.31%,7.17%
12,ETCEthereum Classic,ETC,"$1,013,281,735",$10.46,"96,900,777","$19,991,400",-0.08%,0.89%,-3.87%
13,QTUMQtum,QTUM,"$755,493,858",$10.26,"73,620,528*","$22,229,100",-0.24%,-0.56%,-4.31%
14,OMGOmiseGO,OMG,"$718,003,188",$7.30,"98,312,024*","$19,402,800",-0.18%,-4.44%,1.38%
15,ADACardano,ADA,"$672,460,058",$0.025937,"25,927,070,538*","$1,755,040",-0.30%,-0.45%,-9.76%
16,ZECZcash,ZEC,"$593,702,490",$237.69,"2,497,844","$45,766,800",-0.33%,-3.59%,12.19%
17,XLMStellar Lumens,XLM,"$547,630,839",$0.033014,"16,587,937,139*","$7,493,190",-0.27%,-4.87%,9.61%
18,LSKLisk,LSK,"$538,833,826",$4.72,"114,137,220*","$6,864,100",0.67%,-4.93%,1.72%
19,USDTTether,USDT,"$463,022,756",$1.00,"462,061,667*","$115,412,000",-0.03%,0.14%,0.09%
20,STRATStratis,STRAT,"$444,855,187",$4.51,"98,599,910*","$10,086,200",-0.49%,-0.16%,58.53%
21,WAVESWaves,WAVES,"$349,514,000",$3.50,"100,000,000*","$7,305,970",-0.09%,-1.67%,-2.99%
22,HSRHshare,HSR,"$315,673,766",$9.35,"33,767,173","$14,165,500",0.19%,-1.52%,-12.60%
23,BCNBytecoin,BCN,"$241,436,532",$0.001318,"183,253,534,612","$1,873,880",-2.04%,-1.73%,-12.52%
24,ARKArk,ARK,"$239,442,743",$2.44,"97,981,284*","$1,015,670",-0.27%,-2.92%,-3.94%
25,EOSEOS,EOS,"$231,865,240",$0.535076,"433,331,415*","$5,599,400",0.62%,3.92%,2.41%
26,STEEMSteem,STEEM,"$229,318,082",$0.936222,"244,939,856","$690,635",-0.59%,-4.34%,-1.74%
27,VTCVertcoin,VTC,"$219,376,044",$5.39,"40,728,750","$34,999,100",0.64%,34.09%,102.58%
28,ARDRArdor,ARDR,"$194,061,646",$0.194256,"998,999,495*","$473,057",-0.28%,-1.74%,-3.00%
29,TRXTRON,TRX,"$192,634,993",$0.002944,"65,428,192,465*","$1,237,620",-2.41%,-0.19%,39.92%
30,KMDKomodo,KMD,"$192,447,568",$1.91,"100,945,510","$618,742",0.63%,4.24%,13.50%
31,REPAugur,REP,"$190,439,700",$17.31,"11,000,000*","$432,346",-0.09%,-0.03%,3.80%
32,PAYTenX,PAY,"$185,099,806",$1.77,"104,661,310*","$932,916",-0.14%,-1.76%,0.87%
33,DCRDecred,DCR,"$184,509,009",$30.50,"6,049,020","$594,156",1.59%,3.24%,25.56%
34,PIVXPIVX,PIVX,"$176,118,185",$3.23,"54,589,808*","$242,082",1.23%,-0.62%,2.40%
35,MTLMetal,MTL,"$172,531,778",$8.94,"19,300,994*","$2,454,820",-0.38%,-3.44%,37.96%
36,MONAMonaCoin,MONA,"$165,610,256",$3.01,"54,938,250","$1,168,590",-1.95%,-11.65%,14.57%
37,GNTGolem,GNT,"$162,373,764",$0.194919,"833,032,000*","$1,265,930",-1.19%,-6.86%,-4.13%
38,WTCWalton,WTC,"$161,502,032",$6.49,"24,898,178*","$6,118,800",-1.16%,-3.69%,-1.57%
39,MAIDMaidSafeCoin,MAID,"$157,388,225",$0.347779,"452,552,412*","$840,048",-0.50%,1.55%,2.41%
40,GASGas,GAS,"$155,142,101",$18.05,"8,597,035*","$469,224",0.11%,-0.80%,-5.08%
41,PPTPopulous,PPT,"$149,734,102",$3.63,"41,252,246*","$174,379",-0.69%,2.33%,21.36%
42,BATBasic Attenti...,BAT,"$143,807,000",$0.143807,"1,000,000,000*","$1,368,030",-0.15%,0.28%,2.85%
43,SYSSyscoin,SYS,"$138,731,852",$0.262509,"528,484,173","$4,073,900",5.99%,19.00%,53.59%
44,BTSBitShares,BTS,"$137,118,027",$0.052715,"2,601,100,000*","$1,264,410",0.28%,-0.66%,-0.01%
45,SALTSALT,SALT,"$136,887,509",$2.93,"46,751,837*","$3,636,560",-0.67%,-0.21%,15.86%
46,FCTFactom,FCT,"$136,569,634",$15.62,"8,745,102*","$3,924,780",0.22%,5.01%,4.46%
47,SNTStatus,SNT,"$129,789,847",$0.037398,"3,470,483,788*","$6,022,220",-2.53%,10.95%,46.99%
48,KNCKyber Network,KNC,"$129,227,196",$0.963428,"134,132,697*","$1,446,960",0.42%,-4.05%,-5.28%
49,SMARTSmartCash,SMART,"$126,026,608",$0.161967,"778,100,527*","$20,563",2.96%,4.82%,130.30%
50,GAMEGameCredits,GAME,"$123,176,787",$1.91,"64,355,352","$614,208",-0.07%,-3.57%,1.18%
51,DGDDigixDAO,DGD,"$118,716,600",$59.36,"2,000,000*","$100,308",-0.03%,0.21%,-7.29%
52,DOGEDogecoin,DOGE,"$117,392,749",$0.001051,"111,685,614,153","$1,127,590",0.70%,0.21%,5.34%
