Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$99,208,963,721",$5958.89,"16,648,900","$1,939,820,000",0.09%,7.31%,4.68%
2,ETHEthereum,ETH,"$28,273,827,208",$296.56,"95,338,672","$272,386,000",-0.30%,-0.40%,-3.92%
3,XRPRipple,XRP,"$7,840,474,603",$0.203482,"38,531,538,922*","$43,982,000",-0.02%,0.47%,-5.79%
4,BCHBitcoin Cash,BCH,"$5,662,285,591",$338.75,"16,714,988","$242,837,000",0.33%,3.03%,2.40%
5,LTCLitecoin,LTC,"$3,004,776,428",$56.11,"53,547,332","$84,941,000",0.00%,1.69%,-6.20%
6,DASHDash,DASH,"$2,170,793,261",$283.95,"7,644,850","$50,136,500",-0.28%,-1.84%,-3.51%
7,XEMNEM,XEM,"$1,806,642,000",$0.200738,"8,999,999,999*","$4,468,550",-0.18%,-2.29%,-9.43%
8,BCCBitConnect,BCC,"$1,599,389,202",$218.94,"7,305,082","$16,544,200",0.25%,11.15%,9.90%
9,NEONEO,NEO,"$1,407,135,000",$28.14,"50,000,000*","$37,706,500",-0.37%,-3.93%,-2.44%
10,XMRMonero,XMR,"$1,356,937,144",$88.86,"15,270,695","$25,644,100",0.62%,-1.97%,-1.09%
11,MIOTAIOTA,MIOTA,"$1,191,718,050",$0.428748,"2,779,530,283*","$10,293,200",-1.98%,-1.72%,-1.05%
12,ETCEthereum Classic,ETC,"$1,020,364,198",$10.54,"96,837,229","$19,060,800",-0.14%,-0.04%,-7.18%
13,QTUMQtum,QTUM,"$770,344,047",$10.46,"73,615,692*","$27,579,600",-0.57%,-1.53%,-13.38%
14,OMGOmiseGO,OMG,"$744,936,750",$7.58,"98,312,024*","$17,833,300",0.72%,-2.90%,-2.93%
15,ADACardano,ADA,"$703,702,178",$0.027142,"25,927,070,538*","$2,422,730",-0.01%,2.47%,2.63%
16,XLMStellar Lumens,XLM,"$584,558,887",$0.035240,"16,587,936,639*","$27,948,300",-0.29%,-3.40%,12.09%
17,LSKLisk,LSK,"$570,185,776",$5.00,"114,050,385*","$9,611,810",-1.30%,-4.10%,-0.56%
