Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$93,307,104,900",$5606.00,"16,644,150","$2,786,760,000",-1.27%,-5.43%,-0.03%
2,ETHEthereum,ETH,"$28,969,570,381",$303.98,"95,299,969","$710,005,000",-0.53%,6.65%,-4.40%
3,XRPRipple,XRP,"$8,076,634,405",$0.209611,"38,531,538,922*","$226,172,000",-1.35%,8.35%,-11.80%
4,BCHBitcoin Cash,BCH,"$5,490,796,289",$328.57,"16,710,938","$273,881,000",-0.54%,3.69%,-10.39%
5,LTCLitecoin,LTC,"$3,081,305,498",$57.57,"53,520,532","$207,416,000",-0.43%,4.89%,-4.00%
6,DASHDash,DASH,"$2,261,562,691",$295.98,"7,641,060","$65,013,600",0.23%,3.53%,-1.42%
7,XEMNEM,XEM,"$1,880,577,000",$0.208953,"8,999,999,999*","$5,810,780",-0.74%,5.65%,-3.93%
8,NEONEO,NEO,"$1,553,235,000",$31.06,"50,000,000*","$77,442,500",1.20%,13.40%,-0.28%
9,BCCBitConnect,BCC,"$1,419,726,266",$195.79,"7,251,308","$12,487,800",-1.25%,-2.93%,1.29%
10,XMRMonero,XMR,"$1,354,424,810",$88.74,"15,262,070","$41,684,700",-0.58%,3.22%,-3.80%
11,MIOTAIOTA,MIOTA,"$1,290,302,430",$0.464216,"2,779,530,283*","$47,777,900",-4.72%,20.35%,3.21%
12,ETCEthereum Classic,ETC,"$1,035,201,240",$10.70,"96,776,722","$43,008,900",-0.33%,3.83%,-10.41%
13,QTUMQtum,QTUM,"$794,594,501",$10.79,"73,611,052*","$118,555,000",-0.77%,7.30%,-8.25%
14,OMGOmiseGO,OMG,"$784,863,229",$7.98,"98,312,024*","$54,522,100",-3.88%,7.22%,-0.32%
15,ADACardano,ADA,"$724,586,433",$0.027947,"25,927,070,538*","$8,114,410",0.21%,9.80%,3.79%
16,XLMStellar Lumens,XLM,"$677,801,522",$0.040861,"16,587,941,140*","$67,370,500",-2.53%,13.13%,-3.26%
17,LSKLisk,LSK,"$628,244,226",$5.51,"113,967,620*","$16,735,000",-2.15%,16.67%,10.13%
18,ZECZcash,ZEC,"$535,943,259",$217.00,"2,469,819","$39,073,100",-0.79%,3.16%,-7.47%
19,USDTTether,USDT,"$438,009,590",$1.00,"437,061,167*","$253,848,000",-0.02%,0.22%,-0.17%
20,WAVESWaves,WAVES,"$381,692,000",$3.82,"100,000,000*","$9,095,470",-0.89%,4.53%,-2.53%
21,STRATStratis,STRAT,"$372,281,239",$3.78,"98,594,824*","$16,917,900",-0.97%,4.87%,26.42%
22,HSRHshare,HSR,"$339,291,751",$10.05,"33,764,741","$14,964,900",-1.21%,0.67%,-5.34%
23,ARKArk,ARK,"$278,075,783",$2.84,"97,981,284*","$3,885,730",-0.11%,12.93%,3.54%
