Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$119,724,106,186",$7185.41,"16,662,112","$3,394,320,000",-0.28%,1.06%,24.10%
2,ETHEthereum,ETH,"$29,390,967,997",$307.74,"95,504,601","$646,538,000",0.64%,6.90%,3.62%
3,BCHBitcoin Cash,BCH,"$10,856,962,479",$647.88,"16,757,675","$1,798,740,000",-0.79%,8.59%,76.14%
4,XRPRipple,XRP,"$8,203,827,015",$0.212912,"38,531,538,922*","$408,630,000",0.26%,8.42%,4.98%
5,LTCLitecoin,LTC,"$3,007,863,736",$56.05,"53,665,757","$149,557,000",0.66%,3.44%,1.02%
6,DASHDash,DASH,"$2,118,088,894",$276.26,"7,666,957","$62,089,500",0.07%,4.69%,-1.71%
7,NEONEO,NEO,"$1,743,020,500",$26.82,"65,000,000*","$40,397,800",1.12%,7.35%,-6.24%
8,XEMNEM,XEM,"$1,522,017,000",$0.169113,"8,999,999,999*","$5,718,830",2.81%,1.09%,-14.09%
9,XMRMonero,XMR,"$1,353,544,440",$88.44,"15,305,512","$38,770,200",-0.54%,4.65%,1.60%
10,ETCEthereum Classic,ETC,"$1,127,427,524",$11.61,"97,094,933","$108,651,000",-2.31%,15.07%,11.77%
11,MIOTAIOTA,MIOTA,"$1,048,297,067",$0.377149,"2,779,530,283*","$10,278,900",1.24%,2.95%,-11.49%
12,QTUMQtum,QTUM,"$748,824,176",$10.17,"73,635,040*","$51,665,800",1.10%,6.10%,-1.46%
13,OMGOmiseGO,OMG,"$656,324,190",$6.68,"98,312,024*","$27,527,900",0.07%,4.17%,-11.41%
14,ZECZcash,ZEC,"$594,692,059",$233.95,"2,541,919","$48,107,600",-0.64%,7.46%,-4.17%
15,ADACardano,ADA,"$581,515,672",$0.022429,"25,927,070,538*","$2,949,800",2.11%,0.08%,-14.41%
16,BCCBitConnect,BCC,"$578,122,972",$270.39,"2,138,092","$24,019,800",-0.28%,2.26%,26.76%
17,EOSEOS,EOS,"$568,895,201",$1.28,"446,136,329*","$58,770,700",-0.34%,11.17%,145.34%
18,LSKLisk,LSK,"$511,859,467",$4.47,"114,402,200*","$8,591,880",0.85%,3.17%,-9.96%
19,USDTTether,USDT,"$488,849,184",$1.00,"487,061,667*","$355,058,000",-0.43%,0.21%,0.29%
20,XLMStellar Lumens,XLM,"$459,186,659",$0.027682,"16,588,214,481*","$18,122,700",-0.36%,0.86%,-19.53%
21,WAVESWaves,WAVES,"$374,772,000",$3.75,"100,000,000*","$17,165,000",1.41%,15.25%,5.32%
22,STRATStratis,STRAT,"$324,676,195",$3.29,"98,607,846*","$9,934,780",5.26%,16.17%,-26.17%
23,ARKArk,ARK,"$249,007,676",$2.54,"97,981,284*","$4,128,860",3.57%,17.55%,1.17%
24,KMDKomodo,KMD,"$239,398,334",$2.37,"100,945,510","$2,461,070",0.81%,0.40%,29.46%
25,STEEMSteem,STEEM,"$235,231,181",$0.957667,"245,629,411","$1,251,510",2.06%,13.26%,-2.47%
26,BCNBytecoin,BCN,"$222,477,121",$0.001214,"183,253,534,612","$3,025,760",-2.75%,-2.73%,-9.81%
27,ARDRArdor,ARDR,"$212,539,141",$0.212752,"998,999,495*","$2,282,050",1.56%,-8.57%,7.62%
28,REPAugur,REP,"$193,089,600",$17.55,"11,000,000*","$1,330,760",0.54%,7.79%,0.71%
29,PAYTenX,PAY,"$180,872,536",$1.73,"104,661,310*","$3,179,630",0.47%,12.83%,-4.31%
30,VTCVertcoin,VTC,"$176,643,932",$4.32,"40,901,350","$32,800,200",22.84%,15.64%,5.68%
31,DCRDecred,DCR,"$169,655,395",$27.87,"6,087,974","$832,750",1.28%,10.73%,-6.61%
32,GNTGolem,GNT,"$168,796,441",$0.202629,"833,032,000*","$5,997,040",-1.10%,-5.34%,-1.94%
33,PPTPopulous,PPT,"$154,594,029",$3.75,"41,252,246*","$324,282",2.16%,10.07%,3.30%
34,PIVXPIVX,PIVX,"$154,475,540",$2.83,"54,629,202*","$1,204,560",0.61%,-6.49%,-14.07%
35,MAIDMaidSafeCoin,MAID,"$150,279,079",$0.332070,"452,552,412*","$1,642,410",3.67%,2.52%,-4.07%
36,BATBasic Attenti...,BAT,"$147,233,000",$0.147233,"1,000,000,000*","$5,339,370",-0.88%,-4.35%,2.37%
37,TRXTRON,TRX,"$147,057,059",$0.002244,"65,528,192,465*","$1,594,830",1.50%,-2.77%,-25.67%
38,GASGas,GAS,"$145,774,771",$16.96,"8,597,035*","$1,139,780",1.24%,7.78%,-9.43%
39,BNBBinance Coin,BNB,"$145,151,554",$1.47,"99,014,000*","$2,640,250",0.01%,12.35%,25.37%
40,BTSBitShares,BTS,"$142,642,018",$0.054833,"2,601,390,000*","$4,048,040",-0.74%,-4.71%,3.49%
41,BTCDBitcoinDark,BTCD,"$141,242,540",$109.59,"1,288,862","$116,116",1.20%,3.07%,26.68%
42,MONAMonaCoin,MONA,"$140,472,456",$2.55,"55,077,950","$2,684,760",-0.01%,-5.14%,-25.01%
43,DGDDigixDAO,DGD,"$139,456,400",$69.73,"2,000,000*","$496,205",-0.98%,13.28%,17.50%
44,KNCKyber Network,KNC,"$135,412,323",$1.01,"134,132,697*","$2,481,640",1.32%,5.91%,0.18%
45,GBYTEByteball Bytes,GBYTE,"$130,359,563",$223.26,"583,896*","$721,221",5.21%,1.65%,11.28%
46,DOGEDogecoin,DOGE,"$126,074,765",$0.001128,"111,769,399,172","$2,716,660",-1.02%,-2.44%,7.22%
47,FCTFactom,FCT,"$125,951,332",$14.40,"8,745,102*","$11,341,600",-7.66%,23.45%,-5.61%
48,WTCWalton,WTC,"$122,047,632",$4.90,"24,898,178*","$9,996,330",1.17%,7.86%,-27.61%
49,SALTSALT,SALT,"$121,466,883",$2.60,"46,751,837*","$4,685,090",2.42%,9.20%,-11.82%
50,ICNIconomi,ICN,"$116,646,552",$1.17,"99,788,314*","$1,619,080",-2.47%,19.87%,-1.37%
51,BTMBytom,BTM,"$112,930,566",$0.114418,"987,000,000*","$771,703",-4.92%,28.23%,36.47%
52,VERIVeritaseum,VERI,"$111,004,193",$54.79,"2,026,045*","$295,619",0.67%,2.52%,3.19%
53,SYSSyscoin,SYS,"$109,925,427",$0.207947,"528,622,325","$9,463,700",0.63%,-9.60%,-8.70%
54,SCSiacoin,SC,"$108,332,582",$0.003542,"30,585,403,472","$1,143,670",0.20%,0.04%,-8.30%
55,MTLMetal,MTL,"$108,012,223",$5.60,"19,300,994*","$3,784,880",0.73%,14.26%,-37.96%
56,GAMEGameCredits,GAME,"$107,438,042",$1.67,"64,355,352","$1,181,970",3.73%,3.13%,-15.68%
57,SNTStatus,SNT,"$104,745,448",$0.030182,"3,470,483,788*","$4,716,900",-2.76%,-7.99%,-11.00%
58,CVCCivic,CVC,"$100,559,489",$0.293433,"342,700,000*","$1,878,580",0.51%,3.87%,-6.33%
59,XVGVerge,XVG,"$95,972,783",$0.006763,"14,190,062,153","$4,783,150",-2.17%,10.89%,27.10%
60,LKKLykke,LKK,"$95,261,915",$0.353939,"269,147,832*","$144,426",0.45%,6.35%,0.48%
61,ZRX0x,ZRX,"$88,957,000",$0.177914,"500,000,000*","$1,796,000",1.16%,3.07%,-7.76%
62,BLOCKBlocknet,BLOCK,"$85,294,885",$17.52,"4,869,625*","$109,868",-0.69%,-1.02%,-8.08%
63,GXSGXShares,GXS,"$80,998,530",$2.00,"40,510,000*","$1,736,310",0.32%,-1.25%,15.34%
64,DGBDigiByte,DGB,"$79,776,730",$0.008530,"9,352,510,749","$2,404,580",1.41%,8.81%,-9.12%
65,ETPMetaverse ETP,ETP,"$77,872,142",$3.45,"22,600,000","$7,773,550",2.84%,6.66%,-13.71%
66,BNTBancor,BNT,"$77,691,074",$1.91,"40,772,871*","$1,333,750",-1.21%,4.95%,-0.16%
67,SNGLSSingularDTV,SNGLS,"$76,084,800",$0.126808,"600,000,000*","$1,727,600",1.86%,4.45%,-14.78%
68,ATMATMChain,ATM,"$70,698,953",$0.024266,"2,913,534,434*","$324,370",1.12%,13.85%,-11.27%
69,GNOGnosis,GNO,"$66,714,916",$60.40,"1,104,590*","$656,811",1.27%,1.28%,-15.09%
70,AEAeternity,AE,"$65,668,198",$0.281813,"233,020,472*","$455,851",1.80%,27.71%,26.64%
71,KCSKuCoin Shares,KCS,"$64,769,683",$0.711418,"91,043,076*","$1,358,840",-1.18%,9.59%,-20.24%
72,FUNFunFair,FUN,"$64,105,200",$0.016026,"4,000,000,000*","$897,826",1.42%,-3.39%,-14.71%
73,BQbitqy,BQ,"$61,124,342",$0.040325,"1,515,796,504*","$37,376",4.72%,9.22%,77.79%
74,MCOMonaco,MCO,"$60,470,722",$6.16,"9,814,875*","$5,912,780",1.67%,5.29%,-17.80%
75,MCAPMCAP,MCAP,"$60,230,235",$1.57,"38,295,641*","$1,149,920",0.77%,-4.59%,-17.14%
76,LINKChainLink,LINK,"$59,226,300",$0.169218,"350,000,000*","$2,585,300",-2.42%,-7.09%,-24.28%
77,PURAPura,PURA,"$58,743,301",$0.342163,"171,682,212","$273,034",-10.62%,-19.80%,-16.91%
78,NXTNxt,NXT,"$58,729,508",$0.058788,"998,999,942*","$3,634,880",2.85%,-2.35%,-1.02%
79,BQXBitquence,BQX,"$58,622,700",$0.815443,"71,890,616*","$3,629,150",0.92%,0.88%,-7.90%
80,ZENZenCash,ZEN,"$58,039,041",$24.14,"2,403,870","$17,496,400",1.74%,48.43%,15.16%
81,PARTParticl,PART,"$55,240,726",$7.12,"7,759,510*","$136,849",0.98%,-1.75%,6.18%
82,VENVeChain,VEN,"$53,943,332",$0.194627,"277,162,633*","$570,885",2.39%,10.79%,-4.75%
83,FAIRFairCoin,FAIR,"$53,455,013",$1.00,"53,193,831*","$56,126",-2.86%,-5.14%,41.49%
84,STORJStorj,STORJ,"$52,212,719",$0.514532,"101,476,136*","$6,972,680",-1.27%,-16.24%,-10.88%
