Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$99,154,417,897",$5954.17,"16,652,937","$2,256,550,000",-0.27%,3.59%,0.05%
2,ETHEthereum,ETH,"$29,328,778,114",$307.43,"95,399,547","$478,598,000",-0.35%,3.26%,4.09%
3,BCHBitcoin Cash,BCH,"$7,923,129,318",$473.03,"16,749,775","$2,051,180,000",3.84%,21.87%,39.90%
4,XRPRipple,XRP,"$7,845,136,919",$0.203603,"38,531,538,922*","$50,413,900",0.09%,0.90%,-0.04%
5,LTCLitecoin,LTC,"$3,058,951,012",$57.08,"53,592,282","$118,143,000",-0.07%,4.23%,0.09%
6,DASHDash,DASH,"$2,165,788,488",$283.08,"7,650,719","$81,555,500",0.27%,0.41%,3.00%
7,XEMNEM,XEM,"$1,813,203,000",$0.201467,"8,999,999,999*","$8,212,710",0.88%,1.84%,-4.18%
8,BCCBitConnect,BCC,"$1,604,173,047",$219.02,"7,324,389","$9,570,930",-0.26%,3.34%,7.24%
9,NEONEO,NEO,"$1,417,155,000",$28.34,"50,000,000*","$28,342,300",0.51%,2.33%,0.53%
10,XMRMonero,XMR,"$1,355,126,004",$88.67,"15,283,474","$35,868,100",0.01%,2.68%,2.14%
11,MIOTAIOTA,MIOTA,"$1,069,949,608",$0.384939,"2,779,530,283*","$13,956,700",2.11%,-4.02%,-3.92%
12,ETCEthereum Classic,ETC,"$1,057,288,524",$10.91,"96,931,362","$64,437,600",-0.08%,4.32%,0.49%
13,QTUMQtum,QTUM,"$766,421,335",$10.41,"73,622,860*","$38,743,500",-0.86%,1.22%,-2.62%
14,ADACardano,ADA,"$741,866,826",$0.028614,"25,927,070,538*","$4,121,580",0.11%,10.09%,3.33%
15,OMGOmiseGO,OMG,"$725,910,424",$7.38,"98,312,024*","$16,055,400",1.23%,0.92%,-3.25%
16,ZECZcash,ZEC,"$586,872,366",$234.29,"2,504,844","$55,846,500",-0.06%,-1.41%,9.59%
17,LSKLisk,LSK,"$559,106,655",$4.90,"114,179,130*","$7,696,870",0.63%,3.73%,3.60%
18,XLMStellar Lumens,XLM,"$531,445,989",$0.032038,"16,587,937,139*","$18,292,100",-1.48%,-2.83%,-0.97%
19,USDTTether,USDT,"$437,262,716",$1.00,"437,061,667*","$560,576,000",0.02%,-0.18%,-0.14%
20,STRATStratis,STRAT,"$417,759,333",$4.24,"98,601,165*","$11,501,000",-0.73%,-6.08%,36.64%
21,WAVESWaves,WAVES,"$359,294,000",$3.59,"100,000,000*","$8,737,360",-0.21%,2.88%,1.03%
22,HSRHshare,HSR,"$319,073,782",$9.45,"33,767,173","$17,722,300",-0.35%,1.56%,-9.91%
23,EOSEOS,EOS,"$265,850,941",$0.609775,"435,982,028*","$15,263,700",-3.01%,14.51%,18.95%
24,BCNBytecoin,BCN,"$255,349,140",$0.001393,"183,253,534,612","$7,030,280",-1.70%,4.47%,-5.76%
25,STEEMSteem,STEEM,"$241,219,513",$0.984501,"245,017,032","$729,379",-0.98%,4.93%,0.70%
26,ARKArk,ARK,"$236,657,135",$2.42,"97,981,284*","$1,599,570",-0.31%,-1.54%,-8.16%
27,KMDKomodo,KMD,"$203,973,526",$2.02,"100,945,510","$3,314,090",0.26%,7.29%,16.67%
28,TRXTRON,TRX,"$198,740,097",$0.003038,"65,428,192,465*","$1,364,190",-0.22%,1.84%,22.66%
29,REPAugur,REP,"$195,162,000",$17.74,"11,000,000*","$393,454",-0.55%,2.31%,6.46%
30,ARDRArdor,ARDR,"$194,489,218",$0.194684,"998,999,495*","$514,019",0.65%,0.13%,-3.84%
31,VTCVertcoin,VTC,"$185,995,892",$4.56,"40,754,700","$50,908,400",-0.48%,-12.50%,22.41%
32,DCRDecred,DCR,"$184,627,491",$30.49,"6,054,671","$1,353,620",-2.97%,1.12%,22.75%
33,PAYTenX,PAY,"$184,485,445",$1.76,"104,661,310*","$1,237,720",-0.42%,-0.37%,-1.63%
34,PIVXPIVX,PIVX,"$179,042,966",$3.28,"54,596,091*","$327,252",-1.35%,3.14%,-2.79%
35,WTCWalton,WTC,"$170,454,420",$6.85,"24,898,178*","$13,236,900",-0.21%,4.87%,-0.76%
36,MTLMetal,MTL,"$168,978,851",$8.75,"19,300,994*","$3,662,380",-1.36%,-2.19%,25.63%
37,MAIDMaidSafeCoin,MAID,"$165,607,482",$0.365941,"452,552,412*","$1,906,990",-0.10%,5.08%,7.61%
38,GNTGolem,GNT,"$164,938,670",$0.197998,"833,032,000*","$1,611,610",-0.51%,0.85%,-0.56%
39,GASGas,GAS,"$159,016,785",$18.50,"8,597,035*","$693,978",1.21%,3.47%,-10.99%
40,MONAMonaCoin,MONA,"$157,660,765",$2.87,"54,960,300","$1,822,620",-0.23%,-6.21%,-5.11%
41,BATBasic Attenti...,BAT,"$149,248,000",$0.149248,"1,000,000,000*","$2,693,600",-0.82%,3.79%,6.03%
42,PPTPopulous,PPT,"$144,810,647",$3.51,"41,252,246*","$227,898",-1.13%,-1.89%,21.66%
43,BTSBitShares,BTS,"$143,220,880",$0.055061,"2,601,150,000*","$2,206,890",0.84%,4.72%,6.21%
44,SALTSALT,SALT,"$135,757,517",$2.90,"46,751,837*","$3,462,400",-0.14%,-0.73%,2.31%
45,FCTFactom,FCT,"$133,422,272",$15.26,"8,745,102*","$3,715,510",-1.16%,-2.15%,1.21%
46,KNCKyber Network,KNC,"$133,220,863",$0.993202,"134,132,697*","$1,490,540",0.37%,3.76%,-3.13%
47,DOGEDogecoin,DOGE,"$126,770,139",$0.001135,"111,699,625,961","$17,800,300",1.30%,9.08%,8.80%
48,DGDDigixDAO,DGD,"$125,929,400",$62.96,"2,000,000*","$111,716",0.09%,6.16%,-0.28%
49,GAMEGameCredits,GAME,"$123,714,154",$1.92,"64,355,352","$944,938",-0.41%,0.56%,-1.54%
50,SYSSyscoin,SYS,"$123,494,952",$0.233668,"528,506,053","$4,337,000",-3.69%,-7.75%,33.90%
51,BNBBinance Coin,BNB,"$120,663,411",$1.22,"99,014,000*","$2,178,230",0.93%,5.25%,0.87%
52,SNTStatus,SNT,"$120,630,199",$0.034759,"3,470,483,788*","$4,797,890",-1.19%,-8.59%,35.90%
53,GBYTEByteball Bytes,GBYTE,"$118,977,085",$203.76,"583,896*","$508,184",-2.57%,2.28%,4.98%
54,BTCDBitcoinDark,BTCD,"$117,883,717",$91.46,"1,288,862","$88,216",-2.60%,3.88%,12.02%
55,ICNIconomi,ICN,"$116,856,436",$1.17,"99,900,350*","$428,736",-1.52%,0.41%,1.20%
56,SCSiacoin,SC,"$116,065,672",$0.003810,"30,465,110,250","$2,011,550",0.67%,-0.16%,2.05%
57,CVCCivic,CVC,"$112,042,029",$0.328569,"341,000,000*","$7,349,280",-3.05%,8.31%,11.32%
58,VERIVeritaseum,VERI,"$109,272,532",$53.93,"2,026,045*","$429,882",1.65%,3.42%,-16.74%
59,ZRX0x,ZRX,"$100,371,500",$0.200743,"500,000,000*","$1,601,150",-0.22%,4.94%,-1.14%
60,LKKLykke,LKK,"$98,334,384",$0.365384,"269,126,135*","$68,594",-0.09%,3.24%,-0.58%
61,SNGLSSingularDTV,SNGLS,"$91,783,200",$0.152972,"600,000,000*","$1,149,670",0.94%,5.25%,13.09%
62,ETPMetaverse ETP,ETP,"$90,317,058",$4.00,"22,600,000","$8,936,510",1.71%,1.13%,-20.81%
63,BLOCKBlocknet,BLOCK,"$89,427,461",$18.39,"4,862,223*","$145,527",3.67%,0.08%,-15.85%
64,MCOMonaco,MCO,"$88,695,261",$9.04,"9,814,875*","$4,024,320",0.79%,11.50%,10.88%
65,SMARTSmartCash,SMART,"$87,773,530",$0.111803,"785,073,118*","$298,634",8.47%,-29.90%,58.66%
66,DGBDigiByte,DGB,"$84,045,375",$0.009011,"9,327,420,416","$1,577,730",-0.25%,-2.09%,1.83%
67,ATMATMChain,ATM,"$82,309,970",$0.028251,"2,913,534,434*","$449,614",-0.06%,7.19%,7.21%
68,GNOGnosis,GNO,"$81,419,771",$73.71,"1,104,590*","$5,671,740",-1.53%,4.93%,-2.47%
69,BNTBancor,BNT,"$80,771,057",$1.98,"40,772,871*","$1,152,970",0.51%,4.72%,0.15%
70,BTMBytom,BTM,"$79,608,854",$0.080657,"987,000,000*","$238,775",-0.33%,2.47%,0.95%
71,XVGVerge,XVG,"$75,371,700",$0.005319,"14,170,329,701","$1,353,210",0.84%,-2.64%,13.05%
72,PURAPura,PURA,"$75,095,937",$0.437538,"171,632,949","$178,733",-0.07%,-1.60%,12.02%
73,FUNFunFair,FUN,"$73,309,200",$0.018327,"4,000,000,000*","$985,791",-0.50%,-5.72%,-2.00%
74,LINKChainLink,LINK,"$73,276,350",$0.209361,"350,000,000*","$2,288,800",-0.41%,3.08%,-24.08%
75,MCAPMCAP,MCAP,"$73,188,714",$1.91,"38,295,641*","$6,567,100",1.13%,0.47%,2.14%
76,GXSGXShares,GXS,"$72,454,971",$1.79,"40,510,000*","$1,491,080",-0.23%,4.24%,7.68%
77,BQXBitquence,BQX,"$64,982,455",$0.907094,"71,638,060*","$267,683",0.74%,3.74%,26.86%
78,NEBLNeblio,NEBL,"$63,099,510",$5.05,"12,502,553*","$199,934",0.50%,4.01%,26.97%
79,AEAeternity,AE,"$61,231,955",$0.262775,"233,020,472*","$606,766",0.71%,17.21%,-9.62%
80,NXSNexus,NXS,"$60,966,776",$1.14,"53,413,096","$305,225",-0.61%,5.43%,-3.14%
81,BDLBitdeal,BDL,"$60,400,711",$0.386664,"156,209,812","$69,299",-0.73%,-0.82%,-1.15%
82,NXTNxt,NXT,"$59,562,974",$0.059623,"998,999,942*","$5,886,260",-0.90%,0.34%,-2.11%
83,IOCI/O Coin,IOC,"$59,016,112",$3.60,"16,376,170*","$307,329",1.54%,2.41%,36.47%
84,VENVeChain,VEN,"$58,721,338",$0.211866,"277,162,633*","$375,526",0.76%,5.19%,-13.40%
85,PARTParticl,PART,"$55,876,710",$7.21,"7,753,762*","$218,498",-1.85%,12.35%,6.35%
86,ADXAdEx,ADX,"$53,812,877",$0.954888,"56,355,171*","$5,231,750",0.17%,-2.25%,19.76%
87,RLCiExec RLC,RLC,"$53,230,300",$0.673198,"79,070,793*","$778,707",-0.97%,14.25%,48.35%
88,EDGEdgeless,EDG,"$52,912,882",$0.644915,"82,046,288*","$4,862,400",-0.62%,7.75%,46.30%
89,UBQUbiq,UBQ,"$50,808,251",$1.32,"38,581,415","$375,217",-0.36%,-1.31%,-0.81%
90,NAVNAV Coin,NAV,"$49,798,924",$0.803713,"61,961,078*","$1,505,470",-0.85%,8.92%,2.76%
91,TAASTaaS,TAAS,"$48,755,933",$5.99,"8,146,001*","$254,384",0.86%,6.19%,4.21%
92,ANTAragon,ANT,"$48,437,537",$1.48,"32,685,221*","$369,453",0.88%,2.12%,-1.90%
93,XZCZCoin,XZC,"$46,347,511",$13.97,"3,317,622","$1,134,000",0.15%,-8.74%,19.00%
94,STORJStorj,STORJ,"$46,092,861",$0.457425,"100,765,943*","$1,141,370",1.78%,-7.80%,38.77%
95,ZENZenCash,ZEN,"$44,881,597",$19.03,"2,358,874","$1,857,780",-0.48%,-4.74%,-20.11%
96,NLC2NoLimitCoin,NLC2,"$44,237,905",$0.216723,"204,121,876*","$103,715",0.77%,5.20%,-4.80%
97,KINKin,KIN,"$43,361,212",$0.000057,"756,097,560,976*","$33,226",-0.17%,9.27%,-16.78%
98,LRCLoopring,LRC,"$43,190,607",$0.150926,"286,170,756*","$252,891",0.68%,2.11%,-3.98%
