Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$101,030,296,652",$6066.26,"16,654,462","$2,480,490,000",-1.40%,3.96%,3.55%
2,ETHEthereum,ETH,"$29,214,979,950",$306.18,"95,417,039","$416,843,000",-0.56%,-0.97%,7.72%
3,XRPRipple,XRP,"$7,835,195,782",$0.203345,"38,531,538,922*","$49,260,800",0.12%,0.15%,4.91%
4,BCHBitcoin Cash,BCH,"$7,643,128,750",$456.30,"16,750,338","$1,108,120,000",-1.44%,-0.70%,43.79%
5,LTCLitecoin,LTC,"$3,036,636,998",$56.65,"53,606,032","$152,089,000",-0.71%,0.51%,4.27%
6,DASHDash,DASH,"$2,172,743,352",$283.93,"7,652,445","$44,245,100",-0.44%,0.02%,4.32%
7,NEONEO,NEO,"$1,848,613,000",$28.44,"65,000,000*","$33,689,300",-0.20%,1.05%,4.89%
8,XEMNEM,XEM,"$1,780,857,000",$0.197873,"8,999,999,999*","$4,586,140",-0.12%,1.07%,-0.74%
9,BCCBitConnect,BCC,"$1,656,354,979",$225.94,"7,330,886","$19,804,800",-1.01%,5.57%,12.93%
10,XMRMonero,XMR,"$1,361,504,258",$89.06,"15,287,151","$32,128,700",0.06%,1.41%,5.07%
11,MIOTAIOTA,MIOTA,"$1,095,360,073",$0.394081,"2,779,530,283*","$13,716,100",-0.43%,1.56%,4.58%
12,ETCEthereum Classic,ETC,"$1,055,644,265",$10.89,"96,958,399","$26,015,700",0.12%,-0.39%,6.19%
13,QTUMQtum,QTUM,"$759,498,836",$10.32,"73,624,812*","$26,651,200",-0.42%,-0.78%,3.43%
14,ADACardano,ADA,"$720,642,926",$0.027795,"25,927,070,538*","$4,387,350",-1.06%,-0.11%,7.82%
15,OMGOmiseGO,OMG,"$708,821,828",$7.21,"98,312,024*","$17,026,600",-0.67%,-0.76%,-0.96%
16,ZECZcash,ZEC,"$599,915,228",$238.90,"2,511,156","$51,954,700",-0.92%,1.94%,16.48%
17,LSKLisk,LSK,"$542,017,736",$4.75,"114,216,240*","$7,359,760",-1.15%,-0.79%,3.28%
18,XLMStellar Lumens,XLM,"$524,654,903",$0.031629,"16,587,937,639*","$20,038,900",3.27%,-2.26%,-4.35%
