Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$134,184,636,435",$8040.19,"16,689,237","$3,158,280,000",-0.47%,3.04%,33.53%
2,ETHEthereum,ETH,"$33,664,971,096",$351.30,"95,829,693","$1,252,170,000",0.72%,2.71%,12.09%
3,BCHBitcoin Cash,BCH,"$19,843,654,329",$1180.39,"16,811,100","$1,338,640,000",1.59%,-6.28%,-16.39%
4,XRPRipple,XRP,"$8,875,579,310",$0.229801,"38,622,892,459*","$193,977,000",-0.10%,0.67%,14.77%
5,LTCLitecoin,LTC,"$3,812,379,892",$70.73,"53,901,608","$248,876,000",0.32%,3.16%,18.96%
6,DASHDash,DASH,"$3,371,138,339",$437.89,"7,698,526","$87,117,000",1.09%,-4.04%,-2.12%
7,NEONEO,NEO,"$2,521,447,500",$38.79,"65,000,000*","$288,317,000",4.26%,-12.17%,43.26%
8,MIOTAIOTA,MIOTA,"$2,385,281,708",$0.858160,"2,779,530,283*","$61,378,600",-0.36%,4.83%,44.46%
9,XMRMonero,XMR,"$1,966,023,057",$127.88,"15,373,848","$44,535,500",0.27%,-3.74%,2.21%
10,XEMNEM,XEM,"$1,826,217,000",$0.202913,"8,999,999,999*","$8,647,270",0.13%,3.89%,11.91%
11,ETCEthereum Classic,ETC,"$1,736,331,528",$17.79,"97,602,096","$112,170,000",-0.23%,-0.02%,10.69%
12,LSKLisk,LSK,"$1,064,769,507",$9.25,"115,072,896*","$38,502,400",-2.58%,0.12%,64.65%
13,QTUMQtum,QTUM,"$1,021,302,601",$13.86,"73,673,236*","$63,682,000",-0.39%,-1.24%,23.23%
14,EOSEOS,EOS,"$919,908,851",$1.89,"486,505,461*","$57,103,600",6.45%,-2.80%,70.99%
15,HSRHshare,HSR,"$819,818,214",$19.39,"42,270,437","$29,251,000",0.30%,-4.67%,33.50%
16,OMGOmiseGO,OMG,"$791,493,053",$7.76,"102,042,552*","$28,898,100",0.79%,-3.78%,14.48%
17,ZECZcash,ZEC,"$783,689,878",$295.02,"2,656,369","$54,666,800",-0.09%,-1.97%,12.83%
18,ADACardano,ADA,"$715,148,979",$0.027583,"25,927,070,538*","$4,511,360",-1.36%,3.75%,13.78%
19,USDTTether,USDT,"$672,806,261",$0.996799,"674,966,830*","$491,721,000",-0.22%,-0.69%,-0.70%
20,XLMStellar Lumens,XLM,"$642,653,563",$0.036277,"17,715,179,396*","$17,772,800",0.22%,0.70%,24.05%
21,BCCBitConnect,BCC,"$625,817,390",$292.70,"2,138,092","$16,531,000",-0.63%,-1.03%,31.28%
22,WAVESWaves,WAVES,"$501,778,000",$5.02,"100,000,000*","$21,487,900",-1.32%,-5.17%,30.88%
23,PPTPopulous,PPT,"$386,992,270",$9.38,"41,252,246*","$1,149,130",-0.25%,-3.74%,40.29%
24,STRATStratis,STRAT,"$340,551,345",$3.45,"98,628,487*","$8,748,960",1.04%,-1.21%,16.54%
25,ARKArk,ARK,"$304,236,786",$3.11,"97,981,284*","$5,535,710",1.38%,-3.90%,17.97%
26,BTSBitShares,BTS,"$265,595,483",$0.102063,"2,602,270,000*","$5,459,440",1.15%,0.99%,29.51%
27,BCNBytecoin,BCN,"$239,327,284",$0.001306,"183,253,534,612","$3,222,190",0.88%,4.96%,22.79%
28,ARDRArdor,ARDR,"$238,292,349",$0.238531,"998,999,495*","$1,183,400",-0.56%,0.13%,21.12%
29,KMDKomodo,KMD,"$234,891,117",$2.33,"100,945,510","$3,069,300",2.10%,0.74%,20.26%
30,VERIVeritaseum,VERI,"$224,775,559",$110.94,"2,026,045*","$555,496",-1.12%,1.55%,66.03%
31,REPAugur,REP,"$222,707,100",$20.25,"11,000,000*","$1,235,430",0.22%,3.18%,15.17%
32,STEEMSteem,STEEM,"$221,968,300",$0.900037,"246,621,305*","$807,542",-0.71%,-2.28%,6.08%
33,DCRDecred,DCR,"$212,940,089",$34.38,"6,193,125","$1,232,110",0.70%,-1.71%,14.86%
34,GASGas,GAS,"$199,215,663",$23.17,"8,597,035*","$4,586,510",1.81%,-20.81%,21.31%
35,SALTSALT,SALT,"$185,439,746",$3.79,"48,941,348*","$5,693,020",-0.75%,-2.07%,9.33%
36,GNTGolem,GNT,"$179,762,474",$0.215793,"833,032,000*","$2,564,770",0.40%,2.33%,10.44%
37,MAIDMaidSafeCoin,MAID,"$175,745,561",$0.388343,"452,552,412*","$1,904,760",0.39%,-2.80%,-2.35%
38,PAYTenX,PAY,"$175,631,098",$1.68,"104,661,310*","$2,469,140",1.15%,-1.86%,6.58%
39,VTCVertcoin,VTC,"$172,508,612",$4.17,"41,359,450","$6,863,210",1.68%,-6.05%,4.24%
40,FCTFactom,FCT,"$169,766,042",$19.41,"8,745,102*","$3,148,210",2.56%,3.36%,15.89%
41,MONAMonaCoin,MONA,"$168,125,851",$3.03,"55,442,250","$2,044,520",-0.29%,1.78%,6.61%
42,PIVXPIVX,PIVX,"$167,621,811",$3.05,"54,958,872*","$717,548",2.03%,-0.56%,0.67%
43,GBYTEByteball Bytes,GBYTE,"$161,337,774",$250.05,"645,222*","$827,449",0.81%,6.23%,54.37%
44,BATBasic Attenti...,BAT,"$160,066,000",$0.160066,"1,000,000,000*","$2,540,700",-0.26%,-1.87%,24.09%
45,BNBBinance Coin,BNB,"$159,186,788",$1.61,"99,014,000*","$37,832,500",-0.32%,-2.19%,3.74%
46,DOGEDogecoin,DOGE,"$153,965,232",$0.001375,"111,991,818,175","$1,394,150",-0.29%,1.58%,28.76%
47,KNCKyber Network,KNC,"$148,276,990",$1.11,"134,132,697*","$2,006,450",-0.30%,-0.14%,3.06%
48,DGDDigixDAO,DGD,"$140,648,200",$70.32,"2,000,000*","$288,288",-0.29%,-0.89%,15.37%
49,BTCDBitcoinDark,BTCD,"$139,802,881",$108.47,"1,288,862","$230,624",-2.13%,-5.94%,4.47%
