Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$199,736,167,890",$11944.30,"16,722,300","$6,838,230,000",0.34%,4.34%,18.46%
2,ETHEthereum,ETH,"$44,779,275,748",$465.70,"96,154,769","$1,182,110,000",0.18%,0.51%,-1.89%
3,BCHBitcoin Cash,BCH,"$25,854,795,011",$1535.35,"16,839,675","$998,014,000",-0.78%,-0.33%,-1.90%
4,MIOTAIOTA,MIOTA,"$9,685,968,154",$3.48,"2,779,530,283*","$1,247,280,000",0.44%,23.32%,160.69%
5,XRPRipple,XRP,"$9,594,378,884",$0.247873,"38,706,833,272*","$151,041,000",0.22%,-1.16%,-13.06%
6,DASHDash,DASH,"$5,951,604,195",$769.40,"7,735,404","$199,510,000",-0.23%,0.94%,22.92%
7,LTCLitecoin,LTC,"$5,567,357,958",$102.83,"54,142,958","$351,748,000",-0.01%,1.79%,8.18%
8,BTGBitcoin Gold,BTG,"$5,211,650,185",$312.26,"16,690,099","$106,986,000",-0.82%,-3.11%,-5.90%
9,XMRMonero,XMR,"$3,829,682,173",$248.03,"15,440,586","$301,226,000",1.33%,22.42%,28.35%
10,ADACardano,ADA,"$3,378,763,978",$0.130318,"25,927,070,538*","$51,341,500",-0.77%,-4.20%,32.61%
11,ETCEthereum Classic,ETC,"$2,983,732,761",$30.41,"98,109,731","$296,476,000",0.03%,0.94%,-9.77%
12,XEMNEM,XEM,"$2,655,405,000",$0.295045,"8,999,999,999*","$24,526,200",0.61%,5.50%,19.56%
13,NEONEO,NEO,"$2,563,496,000",$39.44,"65,000,000*","$104,025,000",-1.20%,-4.00%,3.06%
14,EOSEOS,EOS,"$2,159,603,825",$4.15,"519,785,267*","$145,813,000",-0.66%,8.69%,44.44%
15,XLMStellar Lumens,XLM,"$2,073,335,964",$0.116525,"17,793,056,978*","$115,307,000",4.03%,24.32%,61.67%
16,LSKLisk,LSK,"$1,137,394,220",$9.84,"115,623,272*","$67,519,900",-2.24%,14.13%,23.82%
17,BCCBitConnect,BCC,"$1,063,221,453",$333.75,"3,185,692","$20,959,500",0.20%,3.02%,16.29%
18,OMGOmiseGO,OMG,"$1,037,436,011",$10.17,"102,042,552*","$70,330,000",0.16%,3.18%,8.94%
19,QTUMQtum,QTUM,"$974,950,832",$13.23,"73,696,328*","$110,290,000",-0.03%,-3.54%,-13.79%
20,ZECZcash,ZEC,"$903,181,124",$326.00,"2,770,469","$80,835,300",0.46%,-0.20%,-11.02%
21,USDTTether,USDT,"$815,230,234",$1.00,"814,017,348*","$800,456,000",-0.10%,-0.23%,0.03%
22,MONAMonaCoin,MONA,"$778,772,727",$13.96,"55,805,600","$60,704,400",14.52%,71.47%,139.01%
23,STRATStratis,STRAT,"$741,624,086",$7.52,"98,649,084*","$41,048,300",0.80%,6.39%,23.92%
24,WAVESWaves,WAVES,"$724,721,000",$7.25,"100,000,000*","$39,337,100",0.64%,11.64%,23.30%
25,HSRHshare,HSR,"$700,153,005",$16.54,"42,334,990","$75,708,300",-0.19%,-2.48%,-15.64%
26,PPTPopulous,PPT,"$587,700,123",$14.25,"41,252,246*","$1,367,780",-1.12%,7.86%,32.82%
27,ARDRArdor,ARDR,"$579,480,646",$0.580061,"998,999,495*","$10,908,500",-0.65%,6.33%,63.15%
28,ARKArk,ARK,"$457,045,457",$4.66,"97,981,284*","$18,392,300",-3.36%,14.88%,33.17%
29,BTSBitShares,BTS,"$454,540,158",$0.174568,"2,603,800,000*","$16,238,500",3.26%,0.24%,6.38%
30,NXTNxt,NXT,"$424,267,283",$0.424692,"998,999,942*","$75,432,500",-0.95%,-5.03%,116.19%
31,BCNBytecoin,BCN,"$409,509,344",$0.002235,"183,253,534,612","$5,230,690",1.80%,8.95%,25.58%
32,VTCVertcoin,VTC,"$395,040,088",$9.45,"41,821,550","$41,510,500",0.34%,14.26%,80.16%
