Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,Bitcoin,BTC,"$94,528,269,232",$5683.36,"16,632,462","$2,220,110,000",0.76%,6.32%,11.95%
2,Ethereum,ETH,"$29,499,958,722",$309.91,"95,188,793","$490,864,000",0.14%,2.81%,0.84%
3,Ripple,XRP,"$8,141,714,174",$0.211300,"38,531,538,922*","$282,686,000",-1.02%,-6.56%,-18.86%
4,Bitcoin Cash,BCH,"$5,562,602,663",$333.00,"16,704,513","$327,376,000",1.52%,-0.92%,4.38%
5,Litecoin,LTC,"$3,258,770,641",$60.98,"53,442,532","$243,588,000",1.89%,8.62%,16.90%
6,Dash,DASH,"$2,251,921,732",$295.13,"7,630,348","$34,068,200",0.10%,3.12%,0.16%
7,NEM,XEM,"$2,050,137,000",$0.227793,"8,999,999,999*","$3,824,900",0.25%,9.41%,7.65%
8,BitConnect,BCC,"$1,446,621,895",$200.56,"7,213,021","$14,654,700",0.60%,8.25%,13.91%
9,NEO,NEO,"$1,446,335,000",$28.93,"50,000,000*","$42,171,400",-1.16%,-2.46%,-1.25%
10,Monero,XMR,"$1,373,765,392",$90.15,"15,238,087","$34,104,500",0.85%,1.08%,2.62%
11,IOTA,MIOTA,"$1,265,859,241",$0.455422,"2,779,530,283*","$9,684,790",-1.05%,-1.31%,-2.43%
12,Ethereum Classic,ETC,"$1,107,274,890",$11.46,"96,604,829","$40,481,900",0.45%,1.50%,-2.04%
13,Qtum,QTUM,"$870,311,779",$11.83,"73,598,060*","$45,019,900",0.97%,7.10%,0.65%
14,OmiseGO,OMG,"$782,646,293",$7.96,"98,312,024*","$19,380,500",0.81%,2.38%,-7.41%
15,Cardano,ADA,"$678,760,336",$0.026180,"25,927,070,538*","$2,325,940",0.20%,3.46%,14.75%
16,Lisk,LSK,"$570,068,409",$5.01,"113,732,535*","$16,724,700",-1.46%,2.63%,-2.86%
17,Zcash,ZEC,"$552,105,795",$227.12,"2,430,856","$22,148,900",0.45%,0.69%,-2.71%
18,Stellar Lumens,XLM,"$514,283,557",$0.031004,"16,587,812,333*","$46,897,200",0.17%,-14.15%,63.34%
19,Tether,USDT,"$436,601,014",$0.998946,"437,061,677*","$212,536,000",-0.28%,-0.31%,0.01%
20,Waves,WAVES,"$395,679,000",$3.96,"100,000,000*","$8,500,780",-0.70%,5.86%,-2.87%
21,Hshare,HSR,"$354,935,170",$10.52,"33,742,613","$17,082,400",0.26%,9.19%,6.52%
22,Stratis,STRAT,"$324,914,775",$3.30,"98,587,784*","$11,104,700",-0.05%,3.59%,-0.32%
23,Bytecoin,BCN,"$284,163,926",$0.001551,"183,253,534,612","$2,209,030",0.80%,16.80%,9.88%
24,Ark,ARK,"$278,453,991",$2.84,"97,981,284*","$1,714,730",-0.06%,7.37%,4.30%
25,Steem,STEEM,"$248,630,465",$1.02,"244,126,334","$1,994,560",-1.10%,1.58%,-3.01%
