Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$102,033,017,224",$6125.92,"16,655,950","$1,634,670,000",0.20%,-0.15%,7.53%
2,ETHEthereum,ETH,"$29,455,364,964",$308.65,"95,432,283","$309,279,000",0.01%,-0.33%,0.33%
3,XRPRipple,XRP,"$7,820,784,987",$0.202971,"38,531,538,922*","$30,964,300",-0.19%,-0.11%,-1.80%
4,BCHBitcoin Cash,BCH,"$7,554,366,301",$450.98,"16,751,075","$475,812,000",0.13%,0.65%,36.60%
5,LTCLitecoin,LTC,"$3,020,825,361",$56.34,"53,617,107","$90,122,400",0.11%,-2.37%,-2.63%
6,DASHDash,DASH,"$2,163,846,932",$282.71,"7,653,918","$39,108,400",0.19%,-1.35%,-4.45%
7,NEONEO,NEO,"$1,871,675,000",$28.80,"65,000,000*","$31,341,800",0.22%,0.83%,-6.43%
8,XEMNEM,XEM,"$1,794,978,000",$0.199442,"8,999,999,999*","$3,740,270",0.41%,-0.60%,-5.21%
9,BCCBitConnect,BCC,"$1,674,563,655",$228.25,"7,336,533","$21,274,200",0.48%,0.48%,16.24%
10,XMRMonero,XMR,"$1,349,468,148",$88.26,"15,290,350","$26,234,700",0.18%,-0.92%,-1.11%
11,MIOTAIOTA,MIOTA,"$1,101,322,166",$0.396226,"2,779,530,283*","$8,663,510",0.11%,0.04%,-8.78%
12,ETCEthereum Classic,ETC,"$1,048,513,984",$10.81,"96,982,258","$21,678,000",-0.26%,-0.45%,-0.49%
13,ADACardano,ADA,"$776,816,517",$0.029962,"25,927,070,538*","$4,502,370",1.91%,7.29%,6.69%
14,QTUMQtum,QTUM,"$768,374,101",$10.44,"73,626,556*","$20,088,500",0.31%,-0.02%,-3.59%
15,OMGOmiseGO,OMG,"$705,469,388",$7.18,"98,312,024*","$15,801,800",0.34%,-1.80%,-14.63%
16,ZECZcash,ZEC,"$598,595,857",$237.88,"2,516,356","$52,413,700",0.14%,2.85%,8.64%
17,LSKLisk,LSK,"$557,438,439",$4.88,"114,248,620*","$7,669,130",0.37%,2.23%,-6.28%
18,XLMStellar Lumens,XLM,"$507,036,273",$0.030566,"16,588,081,401*","$12,637,800",-1.31%,-0.10%,-19.78%
19,USDTTether,USDT,"$452,179,203",$1.00,"452,061,667*","$161,634,000",0.09%,0.17%,-0.20%
20,STRATStratis,STRAT,"$361,458,798",$3.67,"98,603,247*","$14,799,800",0.47%,-16.02%,-3.29%
21,HSRHshare,HSR,"$353,569,313",$10.47,"33,767,173","$20,303,900",0.46%,9.49%,3.10%
22,WAVESWaves,WAVES,"$346,299,000",$3.46,"100,000,000*","$8,410,660",0.33%,-2.25%,-10.96%
23,EOSEOS,EOS,"$298,861,863",$0.680048,"439,471,719*","$13,547,000",0.75%,-1.47%,29.59%
24,BCNBytecoin,BCN,"$248,345,190",$0.001355,"183,253,534,612","$2,088,040",0.00%,-4.34%,-5.36%
25,KMDKomodo,KMD,"$243,073,760",$2.41,"100,945,510","$3,910,320",1.08%,12.69%,32.27%
26,ARKArk,ARK,"$242,443,909",$2.47,"97,981,284*","$1,285,620",2.01%,2.88%,-13.56%
27,STEEMSteem,STEEM,"$237,178,789",$0.967596,"245,121,713","$709,642",-0.25%,-0.57%,-4.82%
