Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$125,178,219,024",$7511.36,"16,665,187","$2,278,310,000",-0.51%,2.11%,25.58%
2,ETHEthereum,ETH,"$28,341,693,087",$296.64,"95,541,741","$333,466,000",-0.26%,-0.88%,-3.63%
3,BCHBitcoin Cash,BCH,"$9,717,971,723",$579.71,"16,763,650","$622,044,000",-0.71%,-7.42%,24.15%
4,XRPRipple,XRP,"$7,770,193,076",$0.201658,"38,531,538,922*","$46,599,900",-0.42%,-1.50%,-0.75%
5,LTCLitecoin,LTC,"$2,950,886,893",$54.96,"53,692,807","$79,824,800",0.18%,-1.07%,-3.08%
6,DASHDash,DASH,"$2,082,415,503",$271.48,"7,670,547","$39,419,000",-0.31%,-1.12%,-4.36%
7,NEONEO,NEO,"$1,707,693,000",$26.27,"65,000,000*","$26,210,600",-1.02%,-3.06%,-6.57%
8,XEMNEM,XEM,"$1,494,612,000",$0.166068,"8,999,999,999*","$4,027,710",-0.37%,-4.91%,-16.86%
9,ETCEthereum Classic,ETC,"$1,378,885,411",$14.19,"97,153,183","$297,111,000",4.31%,17.63%,29.96%
10,XMRMonero,XMR,"$1,322,697,290",$86.38,"15,313,374","$25,178,700",-0.59%,-0.96%,-2.64%
11,MIOTAIOTA,MIOTA,"$995,619,409",$0.358197,"2,779,530,283*","$13,202,400",3.87%,-3.09%,-8.11%
12,QTUMQtum,QTUM,"$748,728,477",$10.17,"73,639,388*","$46,355,400",-0.64%,0.57%,-2.46%
13,OMGOmiseGO,OMG,"$612,209,619",$6.23,"98,312,024*","$11,764,400",-0.24%,-3.41%,-14.92%
14,BCCBitConnect,BCC,"$596,514,839",$278.99,"2,138,092","$15,167,400",-1.62%,0.42%,26.62%
15,ZECZcash,ZEC,"$584,854,831",$228.92,"2,554,844","$36,394,100",0.39%,-0.12%,-2.27%
