Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$260,813,374,250",$15587.00,"16,732,750","$13,112,100,000",0.76%,6.56%,34.94%
2,ETHEthereum,ETH,"$43,530,020,728",$452.22,"96,257,653","$1,385,510,000",-0.47%,-3.62%,-4.45%
3,BCHBitcoin Cash,BCH,"$22,344,892,094",$1326.25,"16,848,175","$893,899,000",-0.09%,-3.64%,-16.92%
4,MIOTAIOTA,MIOTA,"$11,810,279,763",$4.25,"2,779,530,283*","$553,777,000",-1.84%,-6.90%,122.80%
5,XRPRipple,XRP,"$9,210,812,775",$0.237765,"38,739,144,847*","$200,814,000",0.12%,-2.70%,-7.21%
6,LTCLitecoin,LTC,"$8,247,159,760",$152.05,"54,240,858","$1,136,150,000",-0.92%,2.91%,48.05%
7,DASHDash,DASH,"$5,379,817,292",$694.59,"7,745,269","$186,384,000",-0.35%,-3.74%,-10.89%
8,XMRMonero,XMR,"$3,849,608,705",$249.18,"15,449,232","$148,955,000",0.98%,-2.53%,22.83%
9,BTGBitcoin Gold,BTG,"$3,697,662,117",$221.43,"16,698,936","$144,251,000",-0.81%,-7.36%,-32.90%
10,XEMNEM,XEM,"$3,602,619,000",$0.400291,"8,999,999,999*","$84,665,900",-1.69%,-6.53%,43.70%
11,ADACardano,ADA,"$2,883,479,150",$0.111215,"25,927,070,538*","$48,290,900",0.28%,-9.33%,-16.16%
12,ETCEthereum Classic,ETC,"$2,645,359,753",$26.92,"98,267,815","$484,557,000",0.27%,-3.74%,-12.85%
13,XLMStellar Lumens,XLM,"$2,201,061,891",$0.123397,"17,837,239,889*","$91,275,100",-0.65%,-9.82%,33.97%
14,NEONEO,NEO,"$2,192,534,500",$33.73,"65,000,000*","$68,776,800",-1.32%,-5.72%,-10.53%
15,EOSEOS,EOS,"$2,043,990,565",$3.85,"530,646,141*","$99,047,400",0.60%,-3.79%,2.60%
16,BCCBitConnect,BCC,"$1,213,962,018",$381.07,"3,185,692","$26,745,400",1.26%,4.88%,17.48%
17,PPTPopulous,PPT,"$1,041,660,464",$25.25,"41,252,246*","$4,459,200",-3.35%,-10.57%,91.04%
18,WAVESWaves,WAVES,"$986,981,000",$9.87,"100,000,000*","$54,739,000",-3.60%,17.35%,55.19%
19,LSKLisk,LSK,"$945,843,435",$8.17,"115,795,964*","$28,524,200",-0.65%,1.11%,3.49%
20,MONAMonaCoin,MONA,"$906,490,266",$16.21,"55,919,600","$39,568,200",9.38%,35.02%,120.45%
21,STRATStratis,STRAT,"$859,306,431",$8.71,"98,655,529*","$47,187,400",-0.90%,-3.30%,39.52%
22,ZECZcash,ZEC,"$856,694,695",$305.28,"2,806,231","$109,588,000",-1.89%,-5.46%,-7.55%
23,QTUMQtum,QTUM,"$846,910,832",$11.49,"73,696,328*","$109,510,000",-1.86%,-4.84%,-14.14%
24,USDTTether,USDT,"$827,114,887",$1.02,"814,017,348*","$1,532,000,000",0.20%,-0.83%,1.50%
25,OMGOmiseGO,OMG,"$817,255,736",$8.01,"102,042,552*","$32,654,600",-2.48%,-6.69%,-16.72%
26,NXTNxt,NXT,"$570,140,256",$0.570711,"998,999,942*","$94,108,700",-0.56%,0.88%,28.79%
27,HSRHshare,HSR,"$564,840,220",$13.34,"42,355,181","$37,249,500",0.49%,-4.74%,-27.37%
28,ARDRArdor,ARDR,"$503,157,085",$0.503661,"998,999,495*","$4,831,500",0.38%,-5.37%,3.97%
29,BCNBytecoin,BCN,"$456,825,406",$0.002493,"183,253,534,612","$6,471,020",-3.19%,0.93%,23.05%
30,BTSBitShares,BTS,"$448,740,764",$0.172303,"2,604,370,000*","$13,927,300",2.95%,-3.01%,19.63%
31,STEEMSteem,STEEM,"$429,057,057",$1.74,"246,225,083*","$6,066,170",1.94%,3.46%,43.51%
32,EMC2Einsteinium,EMC2,"$411,497,146",$1.90,"216,116,775","$131,628,000",-1.45%,-1.50%,118.07%
