Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$109,284,811,567",$6560.51,"16,657,975","$2,756,600,000",0.51%,3.40%,17.89%
2,ETHEthereum,ETH,"$28,894,806,599",$302.70,"95,457,856","$480,718,000",1.00%,-1.66%,1.80%
3,BCHBitcoin Cash,BCH,"$8,223,130,011",$490.87,"16,752,325","$963,780,000",-1.13%,11.66%,49.39%
4,XRPRipple,XRP,"$7,661,880,920",$0.198847,"38,531,538,922*","$54,933,800",0.48%,-1.74%,-2.37%
5,LTCLitecoin,LTC,"$2,948,123,977",$54.97,"53,634,532","$108,504,000",0.20%,-2.34%,-0.54%
6,DASHDash,DASH,"$2,106,258,581",$275.10,"7,656,394","$51,944,200",0.65%,-2.75%,-4.65%
7,BCCBitConnect,BCC,"$1,786,817,248",$243.28,"7,344,815","$21,519,600",0.68%,3.48%,23.55%
8,NEONEO,NEO,"$1,774,532,500",$27.30,"65,000,000*","$68,320,500",0.75%,-8.37%,-6.79%
9,XEMNEM,XEM,"$1,598,103,000",$0.177567,"8,999,999,999*","$6,174,080",0.30%,-9.30%,-13.81%
10,XMRMonero,XMR,"$1,319,821,854",$86.29,"15,295,792","$33,857,500",0.51%,-2.20%,-2.56%
11,MIOTAIOTA,MIOTA,"$1,041,870,793",$0.374837,"2,779,530,283*","$9,606,720",0.73%,-5.27%,-14.67%
12,ETCEthereum Classic,ETC,"$1,029,266,528",$10.61,"97,021,900","$28,526,600",0.86%,-1.42%,0.78%
13,QTUMQtum,QTUM,"$755,895,707",$10.27,"73,629,552*","$27,208,500",0.16%,-2.78%,-3.65%
14,ADACardano,ADA,"$654,163,324",$0.025231,"25,927,070,538*","$9,401,380",-0.12%,-13.67%,-5.46%
15,OMGOmiseGO,OMG,"$616,937,444",$6.28,"98,312,024*","$32,936,700",-1.47%,-11.46%,-19.10%
16,ZECZcash,ZEC,"$575,149,886",$227.75,"2,525,356","$41,866,400",0.72%,-2.78%,4.99%
17,LSKLisk,LSK,"$514,550,299",$4.50,"114,302,600*","$9,420,350",-0.74%,-8.21%,-12.73%
18,XLMStellar Lumens,XLM,"$463,536,047",$0.027944,"16,588,212,981*","$15,125,000",-0.53%,-5.11%,-21.34%
19,USDTTether,USDT,"$451,700,922",$0.999202,"452,061,667*","$229,970,000",-0.03%,-0.09%,-0.32%
20,EOSEOS,EOS,"$367,129,615",$0.831110,"441,734,085*","$26,337,200",3.46%,16.33%,63.84%
21,HSRHshare,HSR,"$345,620,520",$10.24,"33,767,173","$26,000,800",0.02%,-5.37%,3.19%
22,STRATStratis,STRAT,"$325,227,441",$3.30,"98,604,865*","$11,044,000",2.28%,-3.24%,-19.99%
23,WAVESWaves,WAVES,"$302,127,000",$3.02,"100,000,000*","$11,884,400",5.59%,-9.52%,-15.32%
24,BCNBytecoin,BCN,"$261,295,717",$0.001426,"183,253,534,612","$1,149,930",0.53%,2.33%,5.18%
25,ARKArk,ARK,"$227,986,771",$2.33,"97,981,284*","$3,407,930",3.26%,-6.05%,-10.44%
26,STEEMSteem,STEEM,"$227,229,647",$0.926689,"245,205,940","$1,052,170",1.50%,-6.03%,-4.88%
27,VTCVertcoin,VTC,"$215,111,890",$5.27,"40,841,600","$21,382,200",-1.38%,-2.14%,58.18%
28,ARDRArdor,ARDR,"$208,423,263",$0.208632,"998,999,495*","$844,287",1.32%,3.48%,5.23%
29,KMDKomodo,KMD,"$208,062,828",$2.06,"100,945,510","$2,591,580",1.28%,-10.51%,12.81%
30,GNTGolem,GNT,"$192,651,979",$0.231266,"833,032,000*","$17,301,500",4.38%,21.27%,16.85%
31,REPAugur,REP,"$187,091,300",$17.01,"11,000,000*","$3,974,680",-0.95%,-2.95%,-3.02%
32,BTSBitShares,BTS,"$176,941,247",$0.068021,"2,601,270,000*","$10,541,300",1.08%,12.57%,32.64%
33,PAYTenX,PAY,"$176,114,633",$1.68,"104,661,310*","$2,783,320",2.64%,-7.22%,-6.17%
34,MAIDMaidSafeCoin,MAID,"$172,051,376",$0.380180,"452,552,412*","$1,444,360",0.77%,-0.12%,10.86%
35,TRXTRON,TRX,"$167,983,487",$0.002564,"65,528,192,465*","$1,472,880",-0.32%,-9.97%,-14.48%
36,DCRDecred,DCR,"$164,927,193",$27.16,"6,073,280","$727,197",0.22%,-2.71%,-6.62%
37,MONAMonaCoin,MONA,"$156,893,392",$2.85,"55,025,600","$993,938",0.56%,-7.75%,-25.70%
38,BATBasic Attenti...,BAT,"$154,121,000",$0.154121,"1,000,000,000*","$2,582,490",0.41%,1.48%,2.53%
39,SNTStatus,SNT,"$153,880,210",$0.044340,"3,470,483,788*","$6,364,440",6.61%,15.30%,67.50%
40,PPTPopulous,PPT,"$153,097,810",$3.71,"41,252,246*","$332,418",1.90%,1.48%,1.45%
41,PIVXPIVX,PIVX,"$151,664,174",$2.78,"54,614,395*","$1,567,490",-0.89%,-9.81%,-14.89%
42,GASGas,GAS,"$140,795,368",$16.38,"8,597,035*","$947,071",2.18%,-12.79%,-19.38%
43,KNCKyber Network,KNC,"$135,184,297",$1.01,"134,132,697*","$4,592,060",1.31%,2.01%,-4.23%
44,WTCWalton,WTC,"$134,867,953",$5.42,"24,898,178*","$11,742,600",1.51%,-11.49%,-27.22%
45,DOGEDogecoin,DOGE,"$129,550,867",$0.001159,"111,741,505,379","$2,892,720",1.30%,-0.84%,10.77%
46,BNBBinance Coin,BNB,"$126,030,960",$1.27,"99,014,000*","$2,276,310",-0.51%,-2.49%,3.69%
47,GBYTEByteball Bytes,GBYTE,"$125,620,660",$215.14,"583,896*","$572,538",0.47%,-0.42%,16.02%
48,BTCDBitcoinDark,BTCD,"$122,115,181",$94.75,"1,288,862","$82,551",1.68%,-10.51%,12.37%
49,DGDDigixDAO,DGD,"$118,470,800",$59.24,"2,000,000*","$141,597",0.33%,-6.30%,-2.25%
50,SYSSyscoin,SYS,"$118,157,151",$0.223541,"528,570,378","$2,440,530",-0.36%,3.89%,9.96%
51,FCTFactom,FCT,"$117,905,838",$13.48,"8,745,102*","$4,226,370",-0.86%,-8.83%,-12.21%
52,SALTSALT,SALT,"$116,282,104",$2.49,"46,751,837*","$3,859,230",-0.30%,-9.45%,-15.41%
53,MTLMetal,MTL,"$115,906,522",$6.01,"19,300,994*","$5,649,490",0.38%,-15.74%,-29.96%
54,GAMEGameCredits,GAME,"$112,228,011",$1.74,"64,355,352","$1,153,720",1.74%,-7.80%,-16.57%
55,SCSiacoin,SC,"$107,551,166",$0.003522,"30,533,230,050","$1,078,130",1.58%,-4.83%,-9.69%
