Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,Bitcoin,BTC,"$100,874,282,728",$6063.04,"16,637,575","$2,243,600,000",-1.82%,1.57%,5.90%
2,Ethereum,ETH,"$27,961,793,817",$293.61,"95,235,771","$416,165,000",0.47%,-4.82%,-14.59%
3,Ripple,XRP,"$7,736,131,196",$0.200774,"38,531,538,922*","$126,104,000",-0.98%,-6.11%,-23.12%
4,Bitcoin Cash,BCH,"$5,304,085,336",$317.46,"16,707,675","$132,366,000",-1.28%,-3.33%,-0.96%
5,Litecoin,LTC,"$3,039,236,596",$56.83,"53,475,582","$145,770,000",-0.79%,-7.04%,-10.75%
6,Dash,DASH,"$2,077,273,061",$272.08,"7,634,872","$45,473,800",-2.26%,-6.78%,-13.76%
7,NEM,XEM,"$1,821,276,000",$0.202364,"8,999,999,999*","$4,671,200",-0.98%,-8.13%,-3.71%
8,BitConnect,BCC,"$1,500,659,605",$207.57,"7,229,551","$11,662,200",-3.55%,-2.34%,5.31%
9,Monero,XMR,"$1,322,714,950",$86.75,"15,248,278","$28,190,900",-0.12%,-5.02%,-9.68%
10,NEO,NEO,"$1,313,870,000",$26.28,"50,000,000*","$34,197,600",-0.82%,-8.28%,-7.24%
11,Ethereum Classic,ETC,"$1,043,287,721",$10.79,"96,677,699","$22,264,600",-0.44%,-4.79%,-12.09%
12,IOTA,MIOTA,"$1,028,648,567",$0.370080,"2,779,530,283*","$19,410,300",-1.69%,-7.65%,-19.95%
13,Qtum,QTUM,"$776,451,568",$10.55,"73,603,584*","$60,256,000",-0.46%,-9.61%,-2.22%
14,Cardano,ADA,"$729,789,996",$0.028148,"25,927,070,538*","$5,671,930",-2.61%,-5.93%,-15.38%
15,OmiseGO,OMG,"$690,908,394",$7.03,"98,312,024*","$19,218,300",-0.08%,-7.20%,-13.46%
16,Lisk,LSK,"$520,530,380",$4.57,"113,832,120*","$9,852,060",0.79%,-8.06%,-3.18%
17,Zcash,ZEC,"$514,486,039",$210.22,"2,447,381","$38,663,600",-0.26%,-8.29%,-12.21%
18,Stellar Lumens,XLM,"$441,192,733",$0.026597,"16,587,814,333*","$28,077,400",2.26%,-3.82%,45.12%
19,Tether,USDT,"$436,451,904",$0.998606,"437,061,167*","$176,160,000",-0.16%,-0.57%,-0.13%
20,Hshare,HSR,"$359,590,518",$10.65,"33,752,008","$12,955,200",-0.61%,-1.22%,-11.23%
21,Waves,WAVES,"$342,583,000",$3.43,"100,000,000*","$11,545,600",-3.73%,-9.50%,-13.12%
22,Bytecoin,BCN,"$274,955,436",$0.001500,"183,253,534,612","$701,590",-1.33%,0.20%,4.76%
23,Stratis,STRAT,"$269,022,679",$2.73,"98,590,776*","$5,917,850",0.53%,-11.21%,-6.28%
24,Ark,ARK,"$236,899,148",$2.42,"97,981,284*","$2,132,880",-2.72%,-14.70%,-19.38%
25,Steem,STEEM,"$223,823,057",$0.916098,"244,322,177","$1,079,690",-2.08%,-11.07%,-13.45%
26,EOS,EOS,"$217,848,068",$0.518974,"419,766,824*","$6,752,600",0.53%,-6.58%,-13.43%
27,Ardor,ARDR,"$200,525,173",$0.200726,"998,999,495*","$1,247,880",2.85%,-7.38%,-22.62%
28,Augur,REP,"$180,051,300",$16.37,"11,000,000*","$643,451",-0.65%,-7.89%,-12.05%
29,FirstCoin,FRST,"$179,085,053",$14.44,"12,400,981","$1,509,540",-2.45%,-0.60%,0.72%
30,TenX,PAY,"$175,447,940",$1.68,"104,661,310*","$2,056,680",-1.64%,-9.36%,-11.84%
31,Golem,GNT,"$164,075,649",$0.196962,"833,032,000*","$4,278,590",0.10%,-14.60%,-8.03%
32,PIVX,PIVX,"$163,679,919",$2.99,"54,733,661*","$579,949",-2.32%,-12.85%,-21.24%
33,Walton,WTC,"$162,658,303",$6.53,"24,898,178*","$10,948,600",1.76%,-0.24%,10.49%
34,Komodo,KMD,"$161,369,473",$1.60,"100,945,510","$1,063,060",-3.16%,-11.55%,-10.03%
35,Gas,GAS,"$156,039,631",$18.15,"8,597,035*","$439,290",-2.63%,-9.50%,-20.63%
36,MaidSafeCoin,MAID,"$148,025,368",$0.327090,"452,552,412*","$2,242,090",-2.23%,-11.08%,-16.12%
37,Decred,DCR,"$139,247,421",$23.20,"6,001,785","$972,437",-2.26%,-14.12%,-19.64%
38,MonaCoin,MONA,"$138,310,554",$2.52,"54,777,325","$1,882,300",-1.72%,-13.76%,-41.26%
39,Basic Attenti...,BAT,"$135,267,000",$0.135267,"1,000,000,000*","$2,229,880",-1.54%,-13.10%,-22.47%
40,BitShares,BTS,"$135,056,420",$0.051928,"2,600,830,000*","$3,547,580",-1.46%,2.39%,2.14%
41,Kyber Network,KNC,"$133,215,498",$0.993162,"134,132,697*","$1,205,730",-1.33%,-6.82%,-18.12%
42,TRON,TRX,"$131,637,609",$0.002012,"65,425,271,465*","$186,889",-1.19%,-1.29%,-12.12%
43,DigixDAO,DGD,"$127,471,400",$63.74,"2,000,000*","$168,250",-1.40%,-2.10%,-11.37%
44,Factom,FCT,"$126,360,602",$14.45,"8,745,102*","$2,178,350",-0.32%,-6.07%,-10.40%
45,Populous,PPT,"$121,499,828",$2.95,"41,252,246*","$274,529",-2.06%,-6.37%,-5.56%
46,Metal,MTL,"$120,028,635",$6.22,"19,300,994*","$2,148,220",-0.64%,-13.16%,-16.00%
47,GameCredits,GAME,"$119,676,500",$1.86,"64,355,352","$1,153,030",0.32%,-3.39%,5.24%
48,Veritaseum,VERI,"$118,306,669",$58.39,"2,026,045*","$300,789",-0.61%,-9.21%,-31.29%
49,SALT,SALT,"$116,391,036",$2.49,"46,751,837*","$4,721,390",-2.76%,-10.61%,-18.72%
50,Blocknet,BLOCK,"$116,330,280",$23.98,"4,850,794*","$320,360",1.70%,10.06%,3.55%
51,Binance Coin,BNB,"$115,872,124",$1.17,"99,014,000*","$1,351,410",-2.46%,-9.44%,-21.09%
52,Iconomi,ICN,"$115,387,901",$1.16,"99,900,350*","$658,679",0.08%,-10.76%,-27.11%
53,Regalcoin,REC,"$113,862,886",$40.52,"2,810,000","$5,079,940",-3.83%,-1.40%,22.72%
54,Metaverse ETP,ETP,"$110,443,036",$4.89,"22,600,000","$21,618,400",0.87%,-10.64%,46.98%
55,Dogecoin,DOGE,"$110,257,033",$0.000988,"111,588,054,993","$3,279,850",-0.49%,-6.59%,-8.44%
56,Siacoin,SC,"$108,744,293",$0.003592,"30,277,985,379","$1,748,920",-0.88%,-8.88%,-14.05%
57,Vertcoin,VTC,"$107,127,198",$2.64,"40,519,700","$13,623,400",1.86%,34.64%,108.61%
58,Byteball Bytes,GBYTE,"$106,359,082",$182.15,"583,896*","$233,247",-2.97%,-7.52%,-2.19%
59,Civic,CVC,"$102,462,116",$0.301182,"340,200,000*","$1,809,090",0.36%,-13.64%,-10.69%
60,Lykke,LKK,"$101,692,764",$0.377972,"269,048,405*","$71,931",-1.82%,-0.38%,-4.59%
61,0x,ZRX,"$99,192,000",$0.198384,"500,000,000*","$1,602,820",-0.97%,-10.00%,2.03%
62,BitcoinDark,BTCD,"$97,339,254",$75.52,"1,288,862","$61,341",-5.70%,-12.25%,-11.50%
63,Status,SNT,"$88,312,360",$0.025447,"3,470,483,788*","$1,515,570",1.96%,-6.68%,-1.92%
64,Syscoin,SYS,"$87,336,875",$0.165309,"528,324,984","$951,382",-1.92%,-6.98%,6.25%
65,ATMChain,ATM,"$85,358,692",$0.029297,"2,913,534,434*","$13,643,900",0.86%,-4.64%,-16.04%
66,Bancor,BNT,"$79,887,101",$1.96,"40,772,871*","$992,978",0.06%,-7.41%,-18.76%
67,Bytom,BTM,"$79,278,110",$0.080322,"987,000,000*","$74,593",1.05%,-7.74%,-17.95%
68,ChainLink,LINK,"$78,548,400",$0.224424,"350,000,000*","$5,763,300",-0.61%,-12.08%,-46.97%
69,SingularDTV,SNGLS,"$77,709,000",$0.129515,"600,000,000*","$644,395",-3.16%,-12.48%,-16.20%
70,Gnosis,GNO,"$76,609,834",$69.36,"1,104,590*","$632,114",0.29%,-8.53%,-26.11%
71,MCAP,MCAP,"$76,577,496",$2.00,"38,295,641*","$914,817",-2.86%,-10.31%,-13.33%
72,DigiByte,DGB,"$73,799,133",$0.008442,"8,742,253,657","$2,720,880",3.00%,-11.18%,-12.20%
73,Monaco,MCO,"$73,468,954",$7.49,"9,814,875*","$2,494,830",-2.13%,-0.01%,-1.20%
74,Aeternity,AE,"$68,466,541",$0.293822,"233,020,472*","$579,779",-4.63%,-9.81%,-7.41%
75,VeChain,VEN,"$68,151,243",$0.245889,"277,162,633*","$434,036",-3.48%,-2.25%,7.14%
76,Pura,PURA,"$68,088,251",$0.396893,"171,553,167","$138,355",0.82%,-4.12%,-12.39%
77,FunFair,FUN,"$68,016,800",$0.017004,"4,000,000,000*","$1,304,970",-5.26%,-17.25%,-29.45%
78,GXShares,GXS,"$65,755,427",$1.62,"40,510,000*","$2,068,890",-6.87%,-10.72%,-7.69%
79,Bitdeal,BDL,"$65,022,334",$0.416250,"156,209,812","$324,833",-3.37%,-1.02%,-12.80%
80,Nexus,NXS,"$63,205,052",$1.19,"53,237,411","$223,803",-2.66%,-13.49%,-25.72%
81,Verge,XVG,"$61,033,990",$0.004317,"14,138,580,569","$1,530,080",-3.04%,-7.00%,-14.08%
