Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,Bitcoin,BTC,"$93,193,832,026",$5606.93,"16,621,187","$3,642,370,000",-0.43%,5.06%,28.56%
2,Ethereum,ETH,"$32,390,254,012",$340.62,"95,091,771","$1,321,100,000",0.46%,11.52%,11.62%
3,Ripple,XRP,"$10,024,961,845",$0.259711,"38,600,451,446*","$412,071,000",0.24%,1.67%,9.73%
4,Bitcoin Cash,BCH,"$5,333,829,359",$319.40,"16,699,738","$287,612,000",0.86%,0.82%,-12.78%
5,Litecoin,LTC,"$3,131,488,474",$58.69,"53,358,332","$382,570,000",0.08%,3.03%,12.75%
6,Dash,DASH,"$2,360,464,647",$309.79,"7,619,490","$67,347,800",0.93%,5.39%,1.00%
7,NEM,XEM,"$1,853,739,000",$0.205971,"8,999,999,999*","$5,855,930",-0.41%,-0.30%,-2.78%
8,Monero,XMR,"$1,438,060,532",$94.53,"15,212,581","$63,655,600",-0.70%,8.82%,3.74%
9,NEO,NEO,"$1,436,665,000",$28.73,"50,000,000*","$79,893,100",2.38%,1.76%,-14.22%
10,BitConnect,BCC,"$1,399,488,906",$195.32,"7,164,925","$17,582,500",-0.12%,6.08%,38.02%
11,IOTA,MIOTA,"$1,217,256,374",$0.437936,"2,779,530,283*","$16,153,600",3.74%,2.95%,-15.49%
12,Ethereum Classic,ETC,"$1,183,093,966",$12.27,"96,432,679","$80,825,300",0.12%,3.64%,0.83%
13,Cardano,ADA,"$874,164,888",$0.033716,"25,927,070,538*","$14,350,500",9.29%,30.19%,77.35%
14,OmiseGO,OMG,"$820,138,567",$8.34,"98,312,024*","$34,450,800",0.89%,-0.31%,-3.34%
15,Qtum,QTUM,"$644,020,400",$10.92,"59,000,000*","$44,934,600",0.01%,-4.85%,-6.59%
16,Zcash,ZEC,"$572,735,276",$239.48,"2,391,569","$62,472,400",0.40%,4.16%,-6.43%
17,Lisk,LSK,"$555,433,642",$4.89,"113,495,790*","$11,952,600",1.22%,-3.26%,-7.85%
18,Tether,USDT,"$437,813,323",$1.00,"437,061,577*","$320,606,000",0.16%,0.33%,0.19%
19,Waves,WAVES,"$398,167,000",$3.98,"100,000,000*","$6,802,600",2.44%,4.27%,-19.81%
20,Hshare,HSR,"$354,723,706",$10.52,"33,720,266","$19,831,400",0.05%,7.69%,50.46%
21,Stratis,STRAT,"$310,958,983",$3.15,"98,580,689*","$8,171,620",2.01%,-0.49%,-14.21%
22,Stellar Lumens,XLM,"$295,893,693",$0.017838,"16,587,642,975*","$10,559,900",-0.32%,-0.91%,-4.39%
23,MonaCoin,MONA,"$261,145,909",$4.78,"54,599,225","$90,491,300",-7.00%,72.87%,811.68%
24,Bytecoin,BCN,"$256,040,006",$0.001397,"183,253,534,612","$2,355,810",-0.96%,-0.36%,7.23%
25,Ark,ARK,"$255,093,293",$2.60,"97,981,284*","$2,766,040",-1.62%,-2.87%,-0.08%
26,Steem,STEEM,"$241,523,820",$0.990914,"243,738,427","$1,560,190",-1.52%,-3.85%,-18.41%
27,EOS,EOS,"$236,446,138",$0.587305,"402,595,139*","$8,688,780",-1.08%,-3.56%,-1.89%
28,Ardor,ARDR,"$224,259,403",$0.224484,"998,999,495*","$3,308,440",0.15%,2.91%,19.03%
29,Gas,GAS,"$209,619,250",$24.44,"8,575,349*","$1,264,320",11.72%,16.46%,-12.84%
30,TenX,PAY,"$207,269,165",$1.98,"104,661,310*","$3,058,440",-0.90%,-4.30%,-7.76%
31,Augur,REP,"$201,412,200",$18.31,"11,000,000*","$1,257,820",0.11%,-1.38%,-5.79%
32,PIVX,PIVX,"$198,888,648",$3.65,"54,477,056*","$1,142,040",-2.11%,4.99%,0.93%
33,Komodo,KMD,"$191,210,985",$1.89,"100,945,510","$1,572,730",-0.83%,4.34%,0.57%
34,MaidSafeCoin,MAID,"$179,964,707",$0.397666,"452,552,412*","$3,364,820",1.46%,2.90%,-14.42%
35,SALT,SALT,"$177,172,151",$3.24,"54,675,000*","$2,653,460",1.79%,-5.95%,-16.10%
36,Golem,GNT,"$174,563,522",$0.209552,"833,032,000*","$2,595,390",-0.54%,-0.31%,-10.07%
37,Basic Attenti...,BAT,"$174,221,000",$0.174221,"1,000,000,000*","$4,483,620",-7.89%,-12.81%,-25.24%
38,Decred,DCR,"$163,728,674",$27.52,"5,949,205","$880,120",0.80%,-2.90%,-9.05%
