Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$123,384,344,636",$7404.34,"16,663,787","$2,500,320,000",-0.68%,2.96%,28.66%
2,ETHEthereum,ETH,"$28,644,575,675",$299.86,"95,525,542","$427,518,000",0.36%,-2.03%,0.86%
3,BCHBitcoin Cash,BCH,"$10,347,580,084",$617.33,"16,761,775","$1,194,310,000",-0.39%,-4.54%,51.71%
4,XRPRipple,XRP,"$7,884,362,026",$0.204621,"38,531,538,922*","$77,660,000",0.42%,-2.82%,1.40%
5,LTCLitecoin,LTC,"$2,954,566,698",$55.04,"53,682,207","$85,872,900",-0.06%,-1.88%,0.51%
6,DASHDash,DASH,"$2,091,930,188",$272.78,"7,669,012","$52,138,200",0.23%,-1.50%,-2.20%
7,NEONEO,NEO,"$1,728,447,500",$26.59,"65,000,000*","$32,183,800",0.11%,-0.40%,-3.26%
8,XEMNEM,XEM,"$1,544,112,000",$0.171568,"8,999,999,999*","$4,108,640",-0.77%,1.11%,-12.83%
9,XMRMonero,XMR,"$1,334,249,545",$87.15,"15,309,858","$23,070,700",0.11%,-1.00%,0.83%
10,ETCEthereum Classic,ETC,"$1,166,357,493",$12.01,"97,127,659","$173,548,000",1.36%,-0.41%,12.71%
11,MIOTAIOTA,MIOTA,"$1,033,860,186",$0.371955,"2,779,530,283*","$9,120,520",0.26%,-3.36%,-7.01%
12,QTUMQtum,QTUM,"$740,918,514",$10.06,"73,637,508*","$39,213,500",-0.11%,-1.24%,-2.27%
13,OMGOmiseGO,OMG,"$638,049,951",$6.49,"98,312,024*","$17,430,500",0.64%,-3.35%,-10.62%
14,BCCBitConnect,BCC,"$597,731,414",$279.56,"2,138,092","$69,147,800",-0.30%,3.51%,31.74%
15,ADACardano,ADA,"$592,620,237",$0.022857,"25,927,070,538*","$2,628,510",0.58%,2.10%,-11.92%
16,ZECZcash,ZEC,"$590,579,934",$231.66,"2,549,306","$36,264,800",-0.27%,-0.75%,-1.02%
17,LSKLisk,LSK,"$528,854,789",$4.62,"114,447,200*","$8,616,880",1.02%,2.76%,-2.57%
18,EOSEOS,EOS,"$506,445,434",$1.13,"448,043,026*","$40,469,000",5.10%,-8.75%,107.43%
19,USDTTether,USDT,"$498,063,567",$1.01,"494,061,667*","$283,968,000",-0.07%,0.44%,0.59%
20,XLMStellar Lumens,XLM,"$456,215,710",$0.027502,"16,588,214,481*","$11,043,500",-0.10%,-1.26%,-13.78%
21,WAVESWaves,WAVES,"$366,039,000",$3.66,"100,000,000*","$11,582,700",-0.96%,-1.84%,5.14%
22,HSRHshare,HSR,"$327,418,560",$9.74,"33,600,000","$14,682,900",-0.13%,2.32%,4.96%
23,STRATStratis,STRAT,"$294,828,672",$2.99,"98,609,194*","$7,939,250",-0.14%,-4.78%,-31.41%
24,KMDKomodo,KMD,"$239,927,288",$2.38,"100,945,510","$1,204,400",-0.07%,-0.30%,23.19%
25,ARKArk,ARK,"$235,058,080",$2.40,"97,981,284*","$3,963,420",1.84%,-4.79%,-2.44%
26,BCNBytecoin,BCN,"$233,743,548",$0.001276,"183,253,534,612","$3,048,560",-0.78%,3.59%,-3.71%
27,STEEMSteem,STEEM,"$225,367,400",$0.917256,"245,697,384","$640,658",-2.04%,-2.71%,-2.68%
28,ARDRArdor,ARDR,"$205,398,292",$0.205604,"998,999,495*","$524,562",0.04%,-2.82%,6.51%
29,REPAugur,REP,"$193,085,200",$17.55,"11,000,000*","$907,528",0.41%,-0.11%,1.23%
30,DCRDecred,DCR,"$177,961,319",$29.20,"6,095,422","$1,239,560",-1.41%,6.04%,-6.45%
31,PAYTenX,PAY,"$174,224,450",$1.66,"104,661,310*","$1,342,850",0.42%,-2.75%,-4.70%
32,GNTGolem,GNT,"$163,955,692",$0.196818,"833,032,000*","$2,092,470",-0.19%,-2.80%,-0.08%
33,BNBBinance Coin,BNB,"$161,628,473",$1.63,"99,014,000*","$4,982,290",1.14%,11.51%,39.97%
34,VTCVertcoin,VTC,"$161,456,490",$3.94,"40,933,300","$33,861,700",2.66%,1.11%,-21.59%
35,BTSBitShares,BTS,"$155,412,107",$0.059741,"2,601,440,000*","$3,647,280",1.04%,6.66%,14.21%
36,PIVXPIVX,PIVX,"$152,270,163",$2.79,"54,635,867*","$685,119",0.03%,-2.66%,-12.43%
37,PPTPopulous,PPT,"$152,025,252",$3.69,"41,252,246*","$404,777",-2.01%,1.40%,5.54%
38,MAIDMaidSafeCoin,MAID,"$149,735,564",$0.330869,"452,552,412*","$1,396,570",0.09%,1.68%,-5.98%
39,GASGas,GAS,"$147,982,490",$17.21,"8,597,035*","$508,260",-0.49%,0.52%,-2.40%
40,TRXTRON,TRX,"$145,690,141",$0.002223,"65,528,192,465*","$1,671,980",-0.81%,-0.24%,-26.14%
41,MONAMonaCoin,MONA,"$142,407,166",$2.58,"55,101,750","$2,169,830",-0.69%,0.68%,-16.52%
42,BATBasic Attenti...,BAT,"$141,227,000",$0.141227,"1,000,000,000*","$1,633,540",0.50%,-3.74%,-6.41%
43,KNCKyber Network,KNC,"$140,554,970",$1.05,"134,132,697*","$2,962,770",0.47%,4.33%,9.97%
44,BTCDBitcoinDark,BTCD,"$138,289,757",$107.30,"1,288,862","$38,808",-1.53%,-1.23%,22.33%
45,DGDDigixDAO,DGD,"$138,122,200",$69.06,"2,000,000*","$124,586",-0.28%,-0.69%,16.36%
46,DOGEDogecoin,DOGE,"$131,532,131",$0.001177,"111,783,364,467","$2,049,350",-0.09%,4.08%,11.80%
47,WTCWalton,WTC,"$126,344,061",$5.07,"24,898,178*","$6,797,750",2.47%,3.30%,-22.46%
48,FCTFactom,FCT,"$126,122,736",$14.42,"8,745,102*","$5,547,180",3.69%,-0.70%,-4.92%
49,GBYTEByteball Bytes,GBYTE,"$124,443,332",$192.87,"645,222*","$848,109",-1.36%,-14.75%,-1.33%
50,BTMBytom,BTM,"$116,040,603",$0.117569,"987,000,000*","$652,908",-0.65%,2.62%,48.43%
51,SALTSALT,SALT,"$113,269,883",$2.42,"46,751,837*","$3,856,580",1.09%,-5.67%,-15.66%
52,ICNIconomi,ICN,"$111,658,134",$1.12,"99,788,314*","$598,623",-0.52%,-4.45%,-3.40%
53,SCSiacoin,SC,"$109,042,001",$0.003562,"30,611,030,739","$1,336,840",1.89%,0.01%,-6.72%
54,XVGVerge,XVG,"$108,407,062",$0.007637,"14,194,217,996","$9,191,390",2.78%,9.18%,42.49%
55,SNTStatus,SNT,"$108,394,314",$0.031233,"3,470,483,788*","$2,684,380",1.36%,3.11%,-17.10%
56,GAMEGameCredits,GAME,"$107,130,424",$1.66,"64,355,352","$580,901",-0.39%,0.88%,-12.85%
57,SYSSyscoin,SYS,"$103,751,492",$0.196259,"528,645,777","$2,002,480",-2.91%,-7.31%,-23.18%
58,VERIVeritaseum,VERI,"$102,990,981",$50.83,"2,026,045*","$339,862",-4.31%,-6.72%,-0.54%
59,GXSGXShares,GXS,"$102,988,978",$2.54,"40,510,000*","$863,089",-1.76%,26.90%,47.53%
60,CVCCivic,CVC,"$100,551,264",$0.293409,"342,700,000*","$1,199,480",2.51%,0.76%,-3.81%
61,MTLMetal,MTL,"$99,178,737",$5.14,"19,300,994*","$1,885,700",1.62%,-7.41%,-42.15%
62,LKKLykke,LKK,"$96,457,526",$0.358379,"269,149,492*","$56,393",-0.12%,1.59%,1.43%
63,ZRX0x,ZRX,"$91,386,500",$0.182773,"500,000,000*","$1,445,950",0.14%,2.67%,-5.12%
64,SNGLSSingularDTV,SNGLS,"$91,258,200",$0.152097,"600,000,000*","$2,054,240",1.53%,16.86%,4.03%
65,BLOCKBlocknet,BLOCK,"$88,504,127",$18.17,"4,871,134*","$215,279",-0.09%,3.66%,0.28%
66,BTXBitcore,BTX,"$87,483,240",$8.11,"10,782,682","$256,114",-3.13%,23.87%,-12.17%
67,DGBDigiByte,DGB,"$79,175,428",$0.008461,"9,357,558,753","$2,628,550",0.77%,-1.68%,-7.54%
68,BNTBancor,BNT,"$77,077,035",$1.89,"40,772,871*","$1,468,700",-0.26%,-1.71%,-0.70%
69,AEAeternity,AE,"$76,121,497",$0.326673,"233,020,472*","$692,887",-0.09%,16.97%,37.12%
70,PURAPura,PURA,"$73,685,445",$0.429169,"171,693,308","$143,982",9.08%,11.90%,-5.87%
71,ETPMetaverse ETP,ETP,"$70,949,762",$3.14,"22,600,000","$4,462,600",2.09%,-8.70%,-22.09%
72,ATMATMChain,ATM,"$70,104,009",$0.024061,"2,913,534,434*","$143,825",4.98%,0.02%,-10.52%
73,GNOGnosis,GNO,"$67,673,700",$61.27,"1,104,590*","$275,500",0.08%,1.92%,-12.68%
74,FUNFunFair,FUN,"$66,276,400",$0.016569,"4,000,000,000*","$663,232",2.48%,2.81%,-14.68%
75,KCSKuCoin Shares,KCS,"$65,788,728",$0.722611,"91,043,076*","$730,853",-0.36%,0.24%,-24.29%
76,LINKChainLink,LINK,"$61,989,200",$0.177112,"350,000,000*","$1,787,620",-0.35%,4.48%,-12.24%
77,VENVeChain,VEN,"$61,045,624",$0.220252,"277,162,633*","$533,806",-0.73%,11.79%,12.54%
78,PARTParticl,PART,"$60,344,402",$7.78,"7,760,689*","$176,881",-0.78%,9.80%,18.77%
79,GRSGroestlcoin,GRS,"$59,538,923",$0.866238,"68,732,754","$48,132,900",2.54%,64.32%,137.38%
80,BQXBitquence,BQX,"$59,185,388",$0.823270,"71,890,616*","$682,428",-0.12%,-1.36%,-5.58%
81,MCAPMCAP,MCAP,"$58,858,486",$1.54,"38,295,641*","$776,364",-2.09%,-1.13%,-19.59%
82,MCOMonaco,MCO,"$57,164,581",$5.82,"9,814,875*","$2,813,580",-0.65%,-5.16%,-28.64%
83,NXTNxt,NXT,"$56,868,571",$0.056925,"998,999,942*","$2,366,590",-0.09%,-1.71%,-3.52%
84,BQbitqy,BQ,"$54,929,888",$0.036238,"1,515,796,504*","$55,404",304.33%,-7.92%,14.78%
85,NEBLNeblio,NEBL,"$53,680,845",$4.29,"12,519,555*","$205,808",-6.01%,9.53%,-13.07%
86,NXSNexus,NXS,"$53,532,455",$0.999724,"53,547,234","$352,410",-0.02%,7.07%,-9.06%
87,BDLBitdeal,BDL,"$51,448,170",$0.329353,"156,209,812","$163,253",-2.68%,7.27%,-15.39%
88,NAVNAV Coin,NAV,"$51,078,473",$0.823995,"61,988,814*","$895,556",3.07%,4.72%,11.28%
89,ZENZenCash,ZEN,"$49,723,480",$20.63,"2,410,204","$3,283,860",3.39%,-12.08%,6.09%
90,SMARTSmartCash,SMART,"$49,218,510",$0.059479,"827,493,912*","$48,094",-0.31%,-6.06%,-51.25%
91,STORJStorj,STORJ,"$49,069,036",$0.483139,"101,562,979*","$4,247,580",-0.23%,-6.91%,-2.44%
92,FAIRFairCoin,FAIR,"$48,467,028",$0.911140,"53,193,831*","$49,956",-0.92%,-10.73%,19.10%
93,XZCZCoin,XZC,"$47,642,506",$14.17,"3,362,565","$683,411",1.42%,-2.78%,-5.46%
94,RLCiExec RLC,RLC,"$45,966,224",$0.581330,"79,070,793*","$449,788",-0.46%,-4.56%,-4.24%
95,LRCLoopring,LRC,"$45,907,513",$0.160420,"286,170,756*","$532,778",-0.72%,-2.39%,8.72%
96,ADXAdEx,ADX,"$44,733,081",$0.793766,"56,355,501*","$2,045,790",0.18%,-1.32%,-17.98%
97,UBQUbiq,UBQ,"$43,136,921",$1.12,"38,677,762","$239,086",-0.14%,2.80%,-17.01%
98,EDGEdgeless,EDG,"$41,967,004",$0.511504,"82,046,288*","$664,061",-0.24%,-1.21%,-17.41%
99,NLC2NoLimitCoin,NLC2,"$41,799,693",$0.204704,"204,195,778*","$100,626",0.29%,1.86%,-5.69%
100,ANTAragon,ANT,"$40,936,932",$1.25,"32,685,221*","$567,084",-9.69%,7.42%,-13.89%
101,DCNDentacoin,DCN,"$40,333,882",$0.000125,"323,507,001,026*","$13,317",32.54%,3.79%,-11.51%
102,IOCI/O Coin,IOC,"$39,517,517",$2.41,"16,377,399*","$103,115",0.87%,5.24%,-31.18%
103,MDAMoeda Loyalty...,MDA,"$37,562,036",$1.91,"19,628,888*","$1,292,300",2.00%,15.56%,48.30%
104,TAASTaaS,TAAS,"$37,557,788",$4.61,"8,146,001*","$654,486",2.15%,-17.32%,-19.07%
105,ASTAirSwap,AST,"$36,110,250",$0.240735,"150,000,000*","$1,667,200",0.43%,5.31%,26.79%
106,MLNMelon,MLN,"$35,223,501",$58.76,"599,400*","$366,246",-0.74%,-1.28%,0.61%
107,KINKin,KIN,"$34,840,371",$0.000046,"756,097,560,976*","$37,147",-3.96%,1.76%,-14.83%
108,WINGSWings,WINGS,"$34,381,885",$0.383263,"89,708,333*","$283,915",-0.12%,-2.36%,-12.60%
109,ATBATBCoin,ATB,"$34,359,716",$0.886265,"38,769,122","$882,547",0.34%,8.68%,-12.61%
110,VIAViacoin,VIA,"$33,608,622",$1.47,"22,880,285","$636,700",-0.12%,-5.21%,13.56%
111,PPCPeercoin,PPC,"$33,106,750",$1.36,"24,418,789","$545,607",-2.65%,10.96%,13.96%
112,NLGGulden,NLG,"$32,143,268",$0.090377,"355,655,645","$197,463",-1.17%,8.20%,-2.62%
113,LEOLEOcoin,LEO,"$32,096,609",$0.346217,"92,706,623*","$1,191,030",0.23%,8.51%,30.07%
114,QRLQuantum Resis...,QRL,"$32,013,644",$0.615647,"52,000,000*","$159,590",-0.85%,5.12%,-15.80%
115,MODModum,MOD,"$31,705,471",$1.83,"17,366,200*","$1,601,910",1.70%,-1.74%,-20.21%
116,AMBAmber,AMB,"$30,710,256",$0.212394,"144,590,975*","$35,356",0.28%,5.15%,-6.60%
117,RISERise,RISE,"$30,616,259",$0.270607,"113,139,200*","$1,862,790",0.16%,3.37%,26.87%
118,RDDReddCoin,RDD,"$29,803,330",$0.001040,"28,656,221,646*","$360,929",-9.05%,-6.95%,4.26%
119,ENGEnigma,ENG,"$29,751,569",$0.397556,"74,836,171*","$355,904",-1.25%,5.54%,-1.72%
120,SNMSONM,SNM,"$29,488,531",$0.082004,"359,600,000*","$647,354",0.66%,-2.01%,-13.20%
121,AEONAeon,AEON,"$28,084,185",$1.92,"14,651,140","$708,825",-5.15%,53.54%,29.05%
122,CTRCentra,CTR,"$27,774,668",$0.408451,"68,000,000*","$2,526,560",-1.04%,6.62%,-19.30%
123,XCPCounterparty,XCP,"$27,646,299",$10.56,"2,617,525*","$122,869",1.77%,8.89%,2.32%
124,REQRequest Network,REQ,"$27,458,028",$0.043173,"636,000,000*","$662,060",3.64%,2.20%,-7.68%
125,CFICofound.it,CFI,"$27,035,385",$0.083186,"325,000,000*","$280,384",-0.40%,-4.99%,1.12%
126,VIBViberate,VIB,"$26,905,647",$0.168880,"159,318,135*","$1,264,850",-1.20%,9.42%,-6.88%
127,MGOMobileGo,MGO,"$26,647,977",$0.271838,"98,028,887*","$327,076",-0.93%,2.09%,-25.45%
128,MANADecentraland,MANA,"$25,967,881",$0.011421,"2,273,755,650*","$395,117",-0.62%,8.36%,12.31%
129,1STFirstBlood,1ST,"$25,098,548",$0.293350,"85,558,371*","$408,771",-0.25%,-1.64%,-1.41%
130,TKNTokenCard,TKN,"$24,953,700",$1.06,"23,644,056*","$308,777",-0.85%,4.68%,-8.88%
131,EVXEverex,EVX,"$24,831,180",$1.50,"16,500,000*","$628,292",-0.41%,-5.08%,-39.32%
132,BAYBitBay,BAY,"$24,291,987",$0.024103,"1,007,824,098*","$21,330",2.17%,2.30%,-5.23%
133,DICEEtheroll,DICE,"$23,926,295",$3.42,"7,001,623*","$17,016",2.49%,6.17%,5.30%
134,TNTTierion,TNT,"$23,785,365",$0.056295,"422,513,667*","$242,281",-0.85%,5.69%,-3.32%
135,SKYSkycoin,SKY,"$23,373,537",$3.94,"5,933,198*","$12,863",1.89%,17.06%,24.81%
136,XAURXaurum,XAUR,"$23,366,041",$0.183827,"127,108,862*","$118,834",-0.76%,9.52%,-4.29%
137,SUBSubstratum,SUB,"$23,314,550",$0.103120,"226,091,449*","$217,041",-2.01%,-0.72%,-18.52%
138,TRSTWeTrust,TRST,"$23,271,575",$0.252547,"92,147,500*","$259,173",1.18%,-1.66%,-10.00%
139,XPAXPlay,XPA,"$23,197,900",$0.023198,"1,000,000,000*","$4,215",0.24%,-1.67%,7.30%
140,PLRPillar,PLR,"$23,081,604",$0.101509,"227,384,800*","$97,723",-4.90%,-1.74%,-10.76%
141,CLOAKCloakCoin,CLOAK,"$22,876,376",$4.47,"5,122,961*","$280,359",-3.42%,-2.75%,-16.32%
142,XELElastic,XEL,"$22,714,689",$0.260145,"87,315,492*","$306,381",-3.35%,-1.25%,-22.88%
143,DNTdistrict0x,DNT,"$22,504,020",$0.037507,"600,000,000*","$1,838,430",1.16%,-1.88%,-14.46%
144,CRWCrown,CRW,"$21,919,281",$1.38,"15,869,278","$136,093",-0.51%,6.05%,6.10%
145,FTCFeathercoin,FTC,"$21,760,738",$0.120452,"180,659,000","$3,213,040",2.99%,17.14%,26.35%
146,OKOKCash,OK,"$21,715,223",$0.296866,"73,148,232*","$6,706,040",9.81%,31.23%,52.60%
147,EDOEidoo,EDO,"$21,353,412",$1.99,"10,708,403*","$295,766",-0.63%,-2.34%,-14.55%
148,EMCEmercoin,EMC,"$21,329,709",$0.521274,"40,918,420","$97,009",0.60%,8.27%,-1.23%
149,CDTCoinDash,CDT,"$21,047,685",$0.037923,"555,015,474*","$1,033,250",2.35%,3.92%,13.03%
150,ACTAchain,ACT,"$20,883,575",$0.070584,"295,866,721*","$68,343",-1.22%,5.83%,-3.05%
151,RPXRed Pulse,RPX,"$20,779,440",$0.038243,"543,348,500*","$1,131,860",-0.56%,-8.25%,-31.37%
152,DCTDECENT,DCT,"$20,750,902",$0.404453,"51,306,089*","$84,344",1.77%,-1.77%,-10.51%
153,POTPotCoin,POT,"$20,454,197",$0.093609,"218,505,803*","$303,964",-2.85%,5.93%,18.96%
154,IONION,ION,"$19,297,260",$1.11,"17,388,679*","$56,189",-0.57%,-5.17%,-36.26%
155,TRIGTriggers,TRIG,"$19,063,329",$0.593770,"32,105,578*","$2,019,440",0.26%,7.09%,-18.01%
156,NMCNamecoin,NMC,"$18,554,307",$1.26,"14,736,400","$97,147",-0.51%,1.79%,16.18%
157,TGTTarget Coin,TGT,"$17,633,954",$0.018515,"952,429,892*",$708,-0.45%,43.11%,-17.07%
158,DMDDiamond,DMD,"$17,479,063",$7.00,"2,498,319","$117,273",-0.29%,7.47%,-6.14%
159,SIBSIBCoin,SIB,"$17,110,459",$1.09,"15,753,746","$36,661",-0.42%,2.77%,-2.73%
160,RBYRubycoin,RBY,"$16,946,029",$0.679345,"24,944,658*","$161,023",-0.48%,-13.95%,-9.90%
161,RRevain,R,"$16,558,132",$0.089770,"184,450,000*","$78,270",-0.40%,0.65%,?
162,PPPPayPie,PPP,"$16,518,315",$0.200222,"82,500,000*","$31,086",0.34%,6.89%,9.85%
163,CNDCindicator,CND,"$16,483,989",$0.011400,"1,445,976,590*","$177,644",-2.17%,15.90%,-2.92%
164,GOLOSGolos,GOLOS,"$16,273,872",$0.130694,"124,518,891","$451,066",-2.69%,14.41%,38.69%
165,CREDOCredo,CREDO,"$16,109,352",$0.029295,"549,891,703*","$10,393",30.81%,16.13%,-1.09%
166,BLKBlackCoin,BLK,"$15,957,281",$0.208674,"76,469,903*","$200,475",-0.83%,-0.26%,17.87%
167,TIMEChronobank,TIME,"$15,864,275",$22.34,"710,113*","$414,035",-2.46%,3.40%,4.35%
168,TOAToaCoin,TOA,"$15,844,694",$0.009173,"1,727,316,790","$15,250",-0.56%,1.89%,20.94%
169,MTHMonetha,MTH,"$15,828,626",$0.072990,"216,860,198*","$501,323",-1.79%,10.04%,-2.06%
170,STXStox,STX,"$15,768,808",$0.532730,"29,600,000*","$938,206",0.96%,11.79%,20.34%
171,SAFEXSafe Exchange...,SAFEX,"$15,735,235",$0.007327,"2,147,483,647*","$158,413",-0.53%,-4.59%,-11.11%
172,XDNDigitalNote,XDN,"$15,642,992",$0.002272,"6,885,695,758","$5,747,420",2.15%,24.38%,49.07%
173,VRCVeriCoin,VRC,"$15,619,169",$0.513163,"30,437,052","$1,784,190",-5.50%,6.03%,55.58%
174,HMQHumaniq,HMQ,"$15,552,973",$0.095499,"162,859,553*","$278,853",0.92%,7.12%,0.38%
175,TCCThe ChampCoin,TCC,"$15,546,047",$0.094261,"164,925,727*","$154,095",-0.48%,11.50%,-9.73%
176,XRLRialto,XRL,"$15,468,045",$0.181977,"85,000,000*","$22,728",-2.03%,-5.11%,-8.91%
177,ECNE-coin,ECN,"$15,014,139",$3.37,"4,460,515","$16,850",-0.40%,-2.63%,36.35%
178,AGRSAgoras Tokens,AGRS,"$14,956,746",$0.356113,"42,000,000*","$35,032",0.16%,2.78%,10.99%
179,CSNOBitDice,CSNO,"$14,866,040",$0.212372,"70,000,000*","$21,647",-6.15%,2.16%,-19.47%
180,NMRNumeraire,NMR,"$14,789,675",$11.84,"1,248,632*","$372,515",6.58%,7.21%,-3.66%
181,EXPExpanse,EXP,"$14,759,424",$1.87,"7,906,397","$715,644",-1.78%,1.56%,-5.45%
182,BMCBlackmoon Crypto,BMC,"$14,304,946",$0.476050,"30,049,251*","$646,473",1.85%,21.70%,-14.64%
183,PPYPeerplays,PPY,"$14,203,875",$3.72,"3,817,599*","$1,103",-0.90%,8.13%,-6.53%
