Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,Bitcoin,BTC,"$93,979,366,597",$5649.53,"16,634,900","$1,569,900,000",0.00%,-0.40%,-0.53%
2,Ethereum,ETH,"$29,038,816,082",$305.00,"95,209,545","$315,927,000",0.01%,-1.35%,-7.17%
3,Ripple,XRP,"$8,312,062,108",$0.215721,"38,531,538,922*","$308,117,000",-0.11%,1.79%,-13.19%
4,Bitcoin Cash,BCH,"$5,433,389,439",$325.24,"16,705,888","$155,772,000",0.49%,-2.13%,3.86%
5,Litecoin,LTC,"$3,140,688,761",$58.75,"53,456,257","$123,350,000",-0.06%,-3.03%,1.13%
6,Dash,DASH,"$2,221,481,784",$291.06,"7,632,332","$36,677,300",-0.19%,-1.36%,-3.78%
7,NEM,XEM,"$1,962,855,000",$0.218095,"8,999,999,999*","$3,595,770",-1.58%,-4.23%,6.80%
8,BitConnect,BCC,"$1,441,780,253",$199.70,"7,219,622","$13,232,700",0.15%,-0.39%,1.52%
9,NEO,NEO,"$1,439,825,000",$28.80,"50,000,000*","$31,320,700",1.33%,-0.82%,2.30%
10,Monero,XMR,"$1,374,106,103",$90.15,"15,242,661","$39,514,700",-0.78%,0.21%,0.32%
11,IOTA,MIOTA,"$1,161,807,524",$0.417987,"2,779,530,283*","$17,301,300",1.72%,-6.57%,-1.99%
12,Ethereum Classic,ETC,"$1,093,627,893",$11.32,"96,636,702","$24,164,200",0.29%,-0.74%,-5.16%
13,Qtum,QTUM,"$924,105,396",$12.56,"73,600,468*","$237,729,000",-3.61%,6.21%,16.60%
14,OmiseGO,OMG,"$756,482,514",$7.69,"98,312,024*","$14,400,800",-0.11%,-3.30%,-8.16%
15,Cardano,ADA,"$729,299,974",$0.028129,"25,927,070,538*","$5,450,730",1.25%,7.08%,2.33%
16,Lisk,LSK,"$560,768,309",$4.93,"113,776,340*","$12,277,900",0.40%,-1.89%,1.16%
17,Zcash,ZEC,"$554,317,277",$227.36,"2,438,081","$29,244,500",-0.10%,0.56%,-3.25%
18,Stellar Lumens,XLM,"$509,240,924",$0.030700,"16,587,814,333*","$31,090,100",2.45%,-1.71%,71.23%
19,Tether,USDT,"$437,249,519",$1.00,"437,061,582*","$127,631,000",0.05%,-0.08%,0.10%
20,Waves,WAVES,"$387,642,000",$3.88,"100,000,000*","$8,890,080",0.64%,-1.89%,1.85%
21,Hshare,HSR,"$352,137,250",$10.43,"33,746,754","$9,041,750",0.27%,-0.67%,2.98%
22,Stratis,STRAT,"$306,576,625",$3.11,"98,589,105*","$7,231,610",-0.80%,-5.04%,-0.75%
