Numero,Nom,Simbol,Cap de mercat,Preu,Oferta circulant,Volum 24 hores,% 1h,% 2h,% 7d
1,BTCBitcoin,BTC,"$95,482,511,328",$5737.58,"16,641,600","$2,046,150,000",-0.63%,-3.95%,0.95%
2,ETHEthereum,ETH,"$26,734,978,165",$280.61,"95,274,842","$389,707,000",0.13%,-5.50%,-17.05%
3,XRPRipple,XRP,"$7,376,554,874",$0.191442,"38,531,538,922*","$80,158,600",-0.56%,-6.43%,-29.90%
4,BCHBitcoin Cash,BCH,"$5,189,186,020",$310.57,"16,708,588","$172,799,000",-1.56%,-8.56%,-1.16%
5,LTCLitecoin,LTC,"$2,842,605,633",$53.13,"53,502,432","$146,651,000",-0.80%,-7.40%,-17.27%
6,DASHDash,DASH,"$2,060,031,422",$269.68,"7,638,686","$39,487,400",0.52%,-2.35%,-11.73%
7,XEMNEM,XEM,"$1,771,911,000",$0.196879,"8,999,999,999*","$4,521,480",-1.26%,-8.51%,-11.15%
8,BCCBitConnect,BCC,"$1,410,490,481",$194.76,"7,242,049","$13,698,200",-0.83%,-5.34%,-0.82%
9,NEONEO,NEO,"$1,329,530,000",$26.59,"50,000,000*","$26,277,400",-1.28%,-5.03%,-4.56%
10,XMRMonero,XMR,"$1,267,747,602",$83.09,"15,256,660","$24,903,500",-0.54%,-4.90%,-13.02%
11,MIOTAIOTA,MIOTA,"$1,025,705,045",$0.369021,"2,779,530,283*","$10,717,700",0.09%,-8.59%,-17.85%
12,ETCEthereum Classic,ETC,"$973,321,575",$10.06,"96,738,185","$30,200,700",-0.34%,-7.58%,-15.76%
13,QTUMQtum,QTUM,"$720,068,145",$9.78,"73,608,160*","$44,637,100",-0.30%,-8.70%,-8.33%
14,OMGOmiseGO,OMG,"$704,501,015",$7.17,"98,312,024*","$14,055,700",-0.02%,-6.66%,-8.04%
15,ADACardano,ADA,"$660,004,693",$0.025456,"25,927,070,538*","$3,077,850",0.72%,-8.81%,-12.64%
16,XLMStellar Lumens,XLM,"$555,051,424",$0.033461,"16,587,812,333*","$36,754,000",0.51%,3.75%,-14.54%
17,LSKLisk,LSK,"$526,196,591",$4.62,"113,914,845*","$7,605,030",1.23%,-2.56%,-3.78%
18,ZECZcash,ZEC,"$498,289,849",$202.47,"2,461,019","$22,638,300",-0.20%,-6.48%,-13.29%
19,USDTTether,USDT,"$437,371,481",$1.00,"437,061,167*","$177,837,000",-0.17%,-0.10%,0.06%
20,STRATStratis,STRAT,"$364,582,065",$3.70,"98,593,250*","$16,297,100",5.14%,23.62%,24.91%
21,WAVESWaves,WAVES,"$352,451,000",$3.52,"100,000,000*","$8,301,990",0.97%,-1.28%,-7.75%
22,HSRHshare,HSR,"$332,080,431",$9.84,"33,759,779","$12,408,100",-0.16%,-6.46%,-12.33%
23,BCNBytecoin,BCN,"$258,829,125",$0.001412,"183,253,534,612","$864,182",-0.53%,-4.82%,-0.37%
24,ARKArk,ARK,"$241,776,657",$2.47,"97,981,284*","$1,203,440",0.08%,-6.07%,-9.01%
25,STEEMSteem,STEEM,"$217,106,964",$0.887500,"244,627,565","$727,201",-3.58%,-9.05%,-14.80%
26,EOSEOS,EOS,"$204,090,644",$0.482008,"423,417,545*","$5,815,760",-0.87%,-6.09%,-15.58%
27,ARDRArdor,ARDR,"$189,366,348",$0.189556,"998,999,495*","$532,296",-0.88%,-7.05%,-25.24%
28,REPAugur,REP,"$177,183,600",$16.11,"11,000,000*","$607,184",-0.59%,-4.24%,-14.89%
29,PIVXPIVX,PIVX,"$172,509,087",$3.14,"54,979,296*","$246,123",-1.56%,-6.38%,-16.98%
30,FRSTFirstCoin,FRST,"$171,095,101",$13.80,"12,400,981","$1,568,380",-0.39%,-2.71%,-0.77%
31,PAYTenX,PAY,"$169,917,637",$1.62,"104,661,310*","$1,503,180",-1.60%,-9.17%,-13.14%
32,WTCWalton,WTC,"$166,610,142",$6.69,"24,898,178*","$5,643,120",0.88%,-2.34%,8.64%
33,GNTGolem,GNT,"$157,241,454",$0.188758,"833,032,000*","$1,641,430",0.45%,-5.97%,-11.92%
34,KMDKomodo,KMD,"$155,505,549",$1.54,"100,945,510","$850,607",-1.65%,-9.96%,-10.03%
35,TRXTRON,TRX,"$151,537,360",$0.002316,"65,425,271,465*","$233,838",0.48%,-6.06%,4.52%
36,MONAMonaCoin,MONA,"$149,264,702",$2.72,"54,820,900","$2,220,850",2.06%,-9.54%,-19.75%
37,GASGas,GAS,"$148,639,303",$17.29,"8,597,035*","$667,192",-8.08%,-16.47%,-17.63%
38,MAIDMaidSafeCoin,MAID,"$146,841,944",$0.324475,"452,552,412*","$1,451,310",0.22%,-5.61%,-21.61%
39,GAMEGameCredits,GAME,"$143,487,980",$2.23,"64,355,352","$6,357,190",-4.44%,15.78%,18.98%
40,DCRDecred,DCR,"$140,297,896",$23.33,"6,014,296","$455,551",-1.62%,-7.13%,-13.57%
41,SALTSALT,SALT,"$139,427,536",$2.98,"46,751,837*","$12,770,800",-1.99%,9.41%,-5.43%
42,BTSBitShares,BTS,"$132,771,273",$0.051048,"2,600,890,000*","$2,155,110",0.83%,-0.56%,-15.73%
43,BATBasic Attenti...,BAT,"$131,833,000",$0.131833,"1,000,000,000*","$1,183,800",-0.53%,-5.78%,-15.08%
44,MTLMetal,MTL,"$128,285,794",$6.65,"19,300,994*","$1,706,810",-2.20%,-4.50%,-9.29%
45,FCTFactom,FCT,"$127,040,097",$14.53,"8,745,102*","$954,582",-0.41%,-4.33%,-13.69%
46,KNCKyber Network,KNC,"$121,747,957",$0.907668,"134,132,697*","$1,294,870",-1.57%,-11.62%,-19.49%
47,VERIVeritaseum,VERI,"$119,516,623",$58.99,"2,026,045*","$335,256",-1.01%,-8.50%,-24.21%
48,DGDDigixDAO,DGD,"$115,890,200",$57.95,"2,000,000*","$151,437",-0.90%,-9.11%,-13.12%
49,PPTPopulous,PPT,"$114,923,807",$2.79,"41,252,246*","$270,551",-1.57%,-3.56%,-15.63%
50,ICNIconomi,ICN,"$110,412,864",$1.11,"99,900,350*","$681,567",0.08%,-4.68%,-22.15%
51,ETPMetaverse ETP,ETP,"$110,180,650",$4.88,"22,600,000","$12,170,000",4.19%,-2.09%,-0.63%
52,BNBBinance Coin,BNB,"$109,482,750",$1.11,"99,014,000*","$2,295,570",-2.59%,-8.95%,-23.22%
53,VTCVertcoin,VTC,"$109,271,721",$2.69,"40,575,000","$64,573,000",2.26%,-31.43%,62.11%
54,DOGEDogecoin,DOGE,"$109,107,623",$0.000978,"111,615,968,814","$2,989,610",-1.85%,-7.59%,-15.08%
55,RECRegalcoin,REC,"$108,136,949",$38.48,"2,810,000","$5,017,870",-0.51%,-3.52%,23.11%
56,SCSiacoin,SC,"$104,422,906",$0.003443,"30,327,020,222","$847,013",-0.82%,-7.35%,-22.69%
57,BLOCKBlocknet,BLOCK,"$103,662,423",$21.36,"4,853,519*","$114,248",-1.69%,-1.09%,4.90%
58,GBYTEByteball Bytes,GBYTE,"$100,702,293",$172.47,"583,896*","$188,141",-2.65%,-14.00%,-1.45%
59,BTCDBitcoinDark,BTCD,"$94,859,612",$73.60,"1,288,862","$102,164",-1.47%,-8.27%,-16.16%
60,CVCCivic,CVC,"$94,802,854",$0.278668,"340,200,000*","$1,856,930",0.05%,-6.85%,-12.81%
61,ZRX0x,ZRX,"$93,786,500",$0.187573,"500,000,000*","$1,155,680",-0.30%,-7.53%,-2.44%
62,LKKLykke,LKK,"$93,389,930",$0.347112,"269,048,405*","$487,905",-3.77%,-6.99%,-10.81%
63,SYSSyscoin,SYS,"$89,573,183",$0.169528,"528,368,073","$807,035",-0.04%,-3.14%,4.33%
64,ATMATMChain,ATM,"$88,614,276",$0.030415,"2,913,534,434*","$3,959,670",5.60%,16.62%,-19.32%
65,GNOGnosis,GNO,"$83,250,297",$75.37,"1,104,590*","$2,450,040",-1.24%,0.73%,-17.01%
66,LINKChainLink,LINK,"$81,551,750",$0.233005,"350,000,000*","$2,357,740",-1.79%,-16.43%,-47.06%
67,SNTStatus,SNT,"$81,092,712",$0.023366,"3,470,483,788*","$1,489,540",-0.92%,-8.69%,-16.76%
68,MCOMonaco,MCO,"$76,629,147",$7.81,"9,814,875*","$2,514,960",1.03%,-3.26%,0.78%
69,SNGLSSingularDTV,SNGLS,"$75,957,000",$0.126595,"600,000,000*","$1,032,220",-0.96%,-6.22%,-17.95%
70,BNTBancor,BNT,"$75,010,258",$1.84,"40,772,871*","$982,969",-0.27%,-8.35%,-21.52%
71,DGBDigiByte,DGB,"$73,023,783",$0.008353,"8,742,253,657","$1,861,370",-0.48%,-4.30%,-23.49%
72,FUNFunFair,FUN,"$71,959,600",$0.017990,"4,000,000,000*","$1,025,310",0.24%,-3.09%,-38.96%
73,BTMBytom,BTM,"$71,380,728",$0.072321,"987,000,000*","$93,218",-0.71%,-11.64%,-26.20%
74,MCAPMCAP,MCAP,"$68,328,615",$1.78,"38,295,641*","$573,070",-2.53%,-3.37%,-24.36%
75,PURAPura,PURA,"$67,704,691",$0.394608,"171,574,553","$286,085",-0.81%,5.75%,-7.95%
76,XVGVerge,XVG,"$66,876,305",$0.004727,"14,146,260,451","$1,245,280",4.55%,-0.46%,-8.01%
77,GXSGXShares,GXS,"$64,299,498",$1.59,"40,510,000*","$2,129,440",-1.09%,-4.69%,-10.10%
78,VENVeChain,VEN,"$63,044,244",$0.227463,"277,162,633*","$411,528",-0.88%,-5.64%,0.48%
79,AEAeternity,AE,"$59,233,571",$0.254199,"233,020,472*","$437,948",-2.52%,-12.71%,-27.78%
80,NXSNexus,NXS,"$57,923,961",$1.09,"53,279,580","$635,959",0.54%,-11.68%,-20.71%
81,NXTNxt,NXT,"$57,044,095",$0.057101,"998,999,942*","$2,771,000",-0.73%,-6.28%,-19.49%
82,BDLBitdeal,BDL,"$54,673,278",$0.349999,"156,209,812","$136,357",-1.51%,-12.43%,-18.43%
83,BQXBitquence,BQX,"$54,498,220",$0.760745,"71,637,960*","$845,661",0.76%,6.90%,28.60%
84,ZENZenCash,ZEN,"$54,366,347",$23.33,"2,330,099","$6,106,360",0.65%,-1.05%,235.06%
85,NEBLNeblio,NEBL,"$53,849,560",$4.31,"12,485,696*","$273,518",0.55%,10.55%,55.24%
86,PARTParticl,PART,"$51,929,599",$6.70,"7,746,917*","$147,403",1.10%,-2.95%,11.87%
87,UBQUbiq,UBQ,"$51,490,407",$1.34,"38,487,141","$631,294",5.63%,-0.51%,14.91%
88,ANTAragon,ANT,"$50,691,245",$1.55,"32,683,997*","$453,020",-1.05%,2.04%,-7.10%
89,ATBATBCoin,ATB,"$46,434,664",$1.21,"38,524,440","$1,702,590",3.21%,3.21%,-11.03%
90,NAVNAV Coin,NAV,"$46,273,291",$0.747135,"61,934,311*","$959,844",-0.49%,-4.74%,18.77%
91,SMARTSmartCash,SMART,"$44,432,508",$0.060103,"739,271,486*","$64,059",3.66%,-13.19%,48.92%
92,TAASTaaS,TAAS,"$43,765,530",$5.37,"8,146,001*","$308,273",1.41%,-7.15%,-4.22%
93,XASAsch,XAS,"$43,583,925",$0.581119,"75,000,000","$360,243",-1.04%,21.03%,59.64%
94,ADXAdEx,ADX,"$43,245,566",$0.767776,"56,325,759*","$2,188,880",0.41%,-2.86%,-13.08%
95,KINKin,KIN,"$42,784,385",$0.000057,"756,097,560,976*","$67,846",-4.33%,-18.95%,-15.39%
96,LRCLoopring,LRC,"$42,165,258",$0.147343,"286,170,756*","$184,020",-0.72%,-7.10%,-9.30%
97,NLC2NoLimitCoin,NLC2,"$41,913,457",$0.205423,"204,034,878*","$116,849",1.67%,-8.67%,19.72%
98,IOCI/O Coin,IOC,"$41,383,566",$2.53,"16,374,810*","$118,733",2.01%,-3.95%,-16.42%
99,MGOMobileGo,MGO,"$39,961,378",$0.407649,"98,028,887*","$385,881",-0.70%,-2.76%,1.61%
100,XZCZCoin,XZC,"$37,402,174",$11.42,"3,273,742","$1,153,700",1.39%,-3.35%,20.93%
101,DNTdistrict0x,DNT,"$36,359,340",$0.060599,"600,000,000*","$4,291,350",1.43%,-0.47%,34.98%
