Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,04",baixada,"-0,21%","-0,03","12.769.940,81","3.334,90","16,22","3,73%",17:38
ACS,"34,34",pujada,"+0,44%","0,15","12.021.658,86","10.811,88","14,12","3,52%",17:38
DIA,"4,07",baixada,"-0,15%","-0,01","14.190.224,85","2.533,40","10,73","4,91%",17:38
FERROVIAL,"18,57",pujada,"+0,38%","0,07","15.948.469,03","13.729,18","33,90","3,17%",17:38
GAMESA,"11,97",pujada,"+0,21%","0,03","28.818.479,95","8.051,11","14,34","1,34%",17:38
INDITEX,"30,89",baixada,"-0,85%","-0,27","49.340.388,73","96.382,46","28,32","2,38%",17:38
REPSOL,"15,83",baixada,"-0,53%","-0,09","83.790.571,08","24.209,23","11,17","5,03%",17:38
SANTANDER,"5,64",baixada,"-1,23%","-0,07","161.621.857,70","90.661,32","12,42","3,75%",17:38
TECNICAS REUNIDAS,"28,14",pujada,"+1,41%","0,39","12.599.615,08","1.565,09","11,23","5,03%",17:38
TELEFONICA,"8,83",baixada,"-0,66%","-0,06","86.758.451,57","44.423,36","12,35","4,50%",17:38
