Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,39",pujada,"+1,64%","0,20","4.059.103,68","3.421,86","16,06","3,65%",11:56
ACS,"33,17",baixada,"-0,85%","-0,29","5.382.129,97","10.492,49","12,37","3,85%",11:56
DIA,"4,41",pujada,"+0,78%","0,03","2.901.525,93","2.747,52","10,42","4,80%",11:56
FERROVIAL,"18,51",baixada,"-1,31%","-0,25","10.476.908,10","13.743,97","33,90","3,17%",11:56
GAMESA,"11,63",baixada,"-1,32%","-0,16","7.470.486,11","8.013,65","13,19","1,28%",11:57
INDITEX,"30,91",pujada,"+0,03%","0,01","27.533.898,29","95.977,30","28,35","2,37%",11:57
REPSOL,"15,28",baixada,"-0,07%","-0,01","8.652.638,85","23.323,34","11,03","5,18%",11:55
SANTANDER,"5,58",pujada,"+0,16%","0,01","52.640.530,94","89.538,48","11,84","3,95%",11:57
TECNICAS REUNIDAS,"25,72",baixada,"-0,04%","-0,01","2.298.128,20","1.438,48","10,63","5,40%",11:56
TELEFONICA,"8,86",pujada,"+0,39%","0,03","43.070.762,32","44.519,08","12,63","4,35%",11:57
