Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"11,49",pujada,"+0,92%","0,11","13.396.028,93","3.183,06","15,05","4,07%",17:38
ACS,"32,08",baixada,"-1,16%","-0,38","23.824.519,29","10.127,48","12,99","3,75%",17:38
DIA,"4,17",pujada,"+0,24%","0,01","23.229.014,16","2.598,76","10,77","4,89%",17:38
FERROVIAL,"18,66",pujada,"+0,65%","0,12","23.890.833,40","13.854,90","33,90","3,17%",17:38
INDITEX,"30,38",baixada,"-0,64%","-0,20","89.916.520,14","95.182,55","26,99","2,50%",17:38
REPSOL,"15,69",pujada,"+0,64%","0,10","80.145.428,48","23.903,75","10,58","5,21%",17:38
SANTANDER,"5,56",baixada,"-0,34%","-0,02","142.533.732,81","90.055,87","12,07","3,93%",17:38
SIEMENS GAMESA,"10,15",baixada,"-0,64%","-0,07","20.604.259,09","6.934,04","12,10","0,87%",17:38
TECNICAS REUNIDAS,"25,65",pujada,"+0,69%","0,18","5.886.790,57","1.433,45","22,68","5,50%",17:38
TELEFONICA,"8,56",baixada,"-0,15%","-0,01","87.757.383,39","43.199,18","11,73","4,67%",17:38
