Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,15",baixada,"-1,42%","-0,18","1.511.292,68","3.366,64","16,06","3,65%",11:37
ACS,"32,83",baixada,"-0,70%","-0,23","17.896.395,76","10.534,97","12,37","3,85%",11:38
DIA,"4,37",baixada,"-0,57%","-0,03","5.469.576,58","2.729,47","10,42","4,80%",11:38
FERROVIAL,"18,70",baixada,"-1,50%","-0,29","5.829.473,85","13.958,43","33,90","3,17%",11:38
GAMESA,"11,91",pujada,"+0,55%","0,07","7.246.378,05","8.030,68","13,19","1,28%",11:38
INDITEX,"31,00",baixada,"-0,83%","-0,26","11.086.822,87","96.756,46","28,35","2,37%",11:39
REPSOL,"15,16",baixada,"-0,85%","-0,13","11.707.643,64","23.216,42","11,03","5,18%",11:39
SANTANDER,"5,57",baixada,"-1,28%","-0,07","58.955.297,82","89.666,81","11,84","3,95%",11:39
TECNICAS REUNIDAS,"25,69",baixada,"-0,25%","-0,07","3.696.822,58","1.435,13","10,63","5,40%",11:38
TELEFONICA,"8,85",baixada,"-1,27%","-0,11","39.588.668,14","44.650,07","12,63","4,35%",11:39
