Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ABERTIS,"17,47",pujada,"+0,23%","0,04","62.539.751,90","17.262,35","18,48","4,40%",13/10
ACCIONA,"68,40",pujada,"+0,32%","0,22","7.492.260,05","3.904,53","15,26","4,38%",13/10
ACERINOX,"12,34",pujada,"+1,69%","0,21","15.755.130,97","3.421,86","15,42","3,75%",13/10
ACS,"31,10",pujada,"+0,05%","0,02","22.390.382,55","9.806,52","12,65","3,87%",13/10
AENA,"152,10",pujada,"+0,20%","0,30","20.950.325,30","22.650,00","18,96","2,67%",13/10
AMADEUS,"56,92",baixada,"-0,91%","-0,52","31.649.277,68","25.113,81","24,27","1,85%",13/10
ARCELORMITTAL,"24,60",pujada,"+7,21%","1,66","70.584.072,82","25.087,73","0,00","0,00%",13/10
BANKIA,"4,04",pujada,"+0,07%","0,00","16.570.446,16","11.600,83","13,80","3,18%",13/10
BANKINTER,"7,92",baixada,"-0,25%","-0,02","11.199.160,48","7.098,35","14,79","3,32%",13/10
BBVA,"7,33",baixada,"-0,46%","-0,03","91.517.370,08","48.875,61","11,46","3,42%",13/10
CAIXABANK,"4,04",baixada,"-0,83%","-0,03","48.504.340,67","24.165,01","14,00","3,44%",13/10
CELLNEX TELECOM,"20,34",pujada,"+0,20%","0,04","14.082.323,18","4.711,28","64,20","0,53%",13/10
DIA,"4,37",baixada,"-0,16%","-0,01","22.579.417,31","2.735,07","11,26","4,40%",13/10
ENAGAS,"24,35",pujada,"+0,27%","0,07","21.228.098,16","5.790,50","11,94","6,26%",13/10
ENDESA,"19,78",pujada,"+1,33%","0,26","23.990.997,50","20.889,18","14,69","7,13%",13/10
FERROVIAL,"18,77",pujada,"+0,72%","0,14","24.978.943,98","13.865,99","33,90","3,17%",13/10
GAMESA,"12,53",baixada,"-0,20%","-0,03","32.650.510,55","8.527,92","12,94","1,55%",13/10
GAS NATURAL,"18,77",pujada,"+1,10%","0,21","18.186.054,25","18.742,91","14,13","5,46%",13/10
GRIFOLS,"24,13",baixada,"-0,49%","-0,12","8.471.202,57","10.248,42","24,50","1,45%",13/10
IAG (IBERIA),"6,97",baixada,"-0,04%","-0,00","12.399.139,92","14.888,26","6,96","3,88%",13/10
IBERDROLA,"6,77",pujada,"+0,18%","0,01","74.562.063,03","42.725,35","14,86","5,03%",13/10
INDITEX,"31,18",baixada,"-0,70%","-0,22","71.650.283,99","97.114,88","28,13","2,39%",13/10
INDRA,"13,20",baixada,"-0,45%","-0,06","3.672.997,26","2.340,67","19,14","0,00%",13/10
INM. COLONIAL,"7,98",baixada,"-0,77%","-0,06","11.815.820,05","3.138,98","33,70","2,45%",13/10
MAPFRE,"2,64",baixada,"-1,09%","-0,03","13.422.404,49","8.151,58","10,63","5,24%",13/10
MEDIASET,"9,471",pujada,"+0,04%","0,004","5.752.530,42","3.179,29","16,22","5,87%",13/10
MELIA HOTELS INTL,"12,47",pujada,"+1,38%","0,17","3.483.722,05","2.852,87","23,12","1,22%",13/10
MERLIN PROP.,"11,12",baixada,"-0,89%","-0,10","16.527.569,51","5.223,85","19,03","3,99%",13/10
REE,"18,28",pujada,"+0,36%","0,07","16.509.919,17","9.882,83","14,17","5,24%",13/10
REPSOL,"15,45",pujada,"+0,62%","0,10","59.812.858,09","23.575,36","10,99","5,24%",13/10
SABADELL,"1,68",pujada,"+0,42%","0,01","27.585.388,73","9.423,90","11,84","3,62%",13/10
SANTANDER,"5,56",baixada,"-1,17%","-0,07","200.179.513,34","89.490,36","12,29","3,81%",13/10
TECNICAS REUNIDAS,"25,90",pujada,"+1,51%","0,39","8.831.267,97","1.451,06","10,49","5,40%",13/10
TELEFONICA,"9,20",pujada,"+0,44%","0,04","71.788.110,05","46.116,07","12,35","4,44%",13/10
VISCOFAN,"51,50",pujada,"+0,94%","0,48","3.308.734,38","2.385,64","19,04","2,83%",13/10
