Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
ACERINOX,"12,34",pujada,"+1,69%","0,21","15.755.130,97","3.421,86","15,42","3,75%",13/10
ACS,"31,10",pujada,"+0,05%","0,02","22.390.382,55","9.806,52","12,65","3,87%",13/10
DIA,"4,37",baixada,"-0,16%","-0,01","22.579.417,31","2.735,07","11,26","4,40%",13/10
FERROVIAL,"18,77",pujada,"+0,72%","0,14","24.978.943,98","13.865,99","33,90","3,17%",13/10
GAMESA,"12,53",baixada,"-0,20%","-0,03","32.650.510,55","8.527,92","12,94","1,55%",13/10
INDITEX,"31,18",baixada,"-0,70%","-0,22","71.650.283,99","97.114,88","28,13","2,39%",13/10
REPSOL,"15,45",pujada,"+0,62%","0,10","59.812.858,09","23.575,36","10,99","5,24%",13/10
SANTANDER,"5,56",baixada,"-1,17%","-0,07","200.179.513,34","89.490,36","12,29","3,81%",13/10
TECNICAS REUNIDAS,"25,90",pujada,"+1,51%","0,39","8.831.267,97","1.451,06","10,49","5,40%",13/10
TELEFONICA,"9,20",pujada,"+0,44%","0,04","71.788.110,05","46.116,07","12,35","4,44%",13/10
